question_id,test_id,Question,Option A,Option B,Option C,Option D,Answer,Explanation,paragraph,image,explanationImage
,12,"Consider the following pairs:\n<table><tr><td> Fishing Ground  </td><td>   Region </td></tr><tr><td> Dogger Bank</td><td>   North sea </td></tr><tr><td> Grand Bank </td><td> New Fondland</td></tr><tr><td> Sunda Shelf </td><td>   Indonesia</td></tr>\nWhich of the pairs given above is/are correctly matched?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,D,"• Continental shelf’s rich fishing grounds. Their shallowness enable sunlight to penetrate through water and encourage growth of planetons and other minute plants. This help in move fish production.\n• Grand bank – New fondland\n• Dogger bank – North Sea\n• Sunda shelf – Indonesia and Malasiya",,,
,12,"Consider the following statements regarding Temperature of Ocean Water:\n1. Highest water temperature is found in enclosed seas in tropics.\n2. The enclosed seas in higher latitudes show relatively higher temperature than the open seas in similar latitude.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"• The enclose seas in higher latitudes show relatively lower temperature than the open seas in similar latitude.\n• The enclosed sea in lower latitude show relatively higher temperature than the open seas ",,,
,12,"Consider the following statements regarding Indian Ocean Circulation:\n1. In summer, the direction of current in North Indian Ocean is clockwise\n2. In winter, the direction of current in north Indian Ocean is anticlockwise.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"• Indian ocean is half an ocean, hence the behavior of the North Indian Ocean Currents is different from that of Atlantic Ocean Currents or the Pacific Ocean Currents.\n• Also, monsoon winds in Northern Indian ocean are peculiar to the region, which directly influence the ocean surface water movement [North Indian Ocean Currents].\n• Indian Ocean Currents and Monsoons\n• The currents in the northern portion of the Indian Ocean change their direction from season to season in response to the seasonal rhythm of the monsoons. The effect of winds is comparatively more pronounced in the Indian Ocean.\n• Winter Circulation\n• Under the influence of prevailing trade winds [easterly trade winds], the north equatorial current and the south equatorial current start from the south of Indonesian islands, moving from east to west.\n• This raises the level of western Indian (south-east of horn of Africa) ocean by few centimeters. And this creates a counter-equatorial current which flows between the north equatorial current and the south equatorial current in west-east direction.\n• The north-east monsoons drive the water along the coast of Bay of Bengal to circulate in an anti-clockwise direction.\n• Similarly, the water along the coast of Arabian Sea also circulate in an anti-clockwise circulation.\n• Summer Circulation – North Equatorial Current Counter-Equatorial Current are Absent\n• In summer, due to the effects of the strong south-west monsoon and the absence of the north-east trades, a strong current flows from west to east, which completely obliterates the north equatorial current. Hence, there is no counter-equatorial current as well.\n• Thus, the circulation of water in the northern part of the ocean is clockwise during this season.\n• Southern Indian Ocean Currents – Agulhas current, Mozambique current, West Australian current\n• The general pattern of circulation in southern part of the Indian Ocean is quite similar to that of southern Atlantic and Pacific oceans. It is less marked by the seasonal changes.\n• The south equatorial current, partly led by the corresponding current of the Pacific Ocean, flows from east to west.\n• It splits into two branches, one flowing to the east of Madagascar known as Agulhas current and the other between Mozambique and Western Madagascar coast known as Mozambique current.\n• At the southern tip of Madagascar, these two branches mix and are commonly called as the Agulhas current. It still continues to be a warm current, till it merges with the West Wind Drift.\n• The West Wind Drift, flowing across the ocean in the higher latitudes from west to east, reaches the southern tip of the west coast, of Australia.\n• One of the branches of this cold current turns northwards along the west coast of Australia. This current, known as the West Australian current, flows northward to feed the south equatorial current.",,,
,12,"Consider the following statements:\n1. Visibility is much lower in fog than in mist\n2. Visibility is much lower in haze than in fog.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"• Fog, mist, smog and haze: Is there a difference?\n• Lingering fog is always a hazard at this time of year with many areas of the country shrouded in slow-clearing low cloud which can present all kinds of problems.\n• This is normally created when high pressure becomes positioned close to the UK and is called radiation fog. Besides mist, smog and haze, other main types of fog include freezing fog, upslope fog, valley fog, advection fog and evaporation fog. \n• Although they may all seem very similar and are each caused by tiny water droplets suspended in cool and dense air, there is still a key difference between each.\n• Visibility \n• Haze – around 2 km\n• Mist – around 1 – 1.1 km\n• Fog – less than 1 km",,,
,12,"Equatorial region receives rainfalls such as \n1. Conventional rainfall\n2. Cyclonic Rainfall\n3. Orographic rainfall\nSelect the correct answer using the codes given below",1 only,1 and 2 only,1 and 3 only,"1, 2 and 3",C,• Cyclones donot form in equatorial region because of lack of corriolis force.,,,
,12,Total number of pressure belts in the world,6,7,8,9,B,"There are seven pressure belt on the globe based on thermo-dynamic factors.\n Thermal factor:\n1. Equatorial low pressure belt\n2. Polar high pressure belt\n  Dynamic or mechanical factor:\n1. Subtropical high pressure belt\n2. Subpolar low pressure belt",,,
,12,"Consider the following statements:\n1. Chinook is a dry wind experienced on the leeward side of Rockies.\n2. Foehn in a cold dry wind experienced in the Switzerland.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"Type of Wind: Chinook or Foehn \nThere are several different types of wind. One type is the foehn wind. This type of wind is a characteristic of mountainous areas such as the Rocky Mountains and the Alps. The wind off of the Rocky Mountains in North America is a foehn wind that is called a Chinook wind. The wind is a warm, dry wind that blows down the eastern slope of most mountains.\nA warm wind like this can bring relief from cold winter weather. Foehn winds are formed from warmer and drier air that flows from aloft or above. This wind has the same force of some hurricane winds. Foehn winds can melt and evaporate a foot (0.3 meters) of snow in less than a day! A rapid change in temperature can occur as a result of foehn winds. Temperatures in Granville, ND increased by 83<super>o</super> F (28<super>o</super>C), from -33<super>o</super>F (-36<super>o</super>C) in the morning to 50<super>o</super>F (10<super>o</super>C) in the afternoon of February 21, 1918 because of a Chinook wind coming from the Rocky Mountains!\nIn addition to causing warmer temperatures, foehn winds have other impacts in the areas where they occur. They can cause snow to melt, which may lead to avalanches and flash flooding. Foehn winds can also create fire hazards. The Santa Ana winds in Southern California are an example of foehn winds that have caused large forest fires because the wind causes the fires to burn out of control. Another bad affect of this warm wind depends on the time of year that it occurs. Finally, if the warm foehn winds occur after spring planting, the seeds might not survive because the wind has parched the soil.\nSince this wind is found in mountainous areas, foehn winds can be found all over the world. In Poland, a foehn wind is called halnywiatr. In Romania, this wind is named austru and in Switzerland it is called favogn. Finally, in the Andes the foehn wind, called a puelche, comes off the western side of the mountains.\n• Fohn is a dry not wind descending on the slopes of alps and bring luxuriant weather to switzerland",,,
,12,"Consider the following pairs:\n       Region                                         Forest Type\n1. Western margin British Type      Mixed forest\n2. Siberian type                                Evergreen coniferous forest\n3. Laurentian type                           Deciduous type \n4. Artic Region                                 Lichens, Moses  \nWhich of the pairs given above is/are correctly matched?","1, 2 and 4 only",2 and 4 only,2 and 3 only,1 and 3 only,C,,,,
,12,"Consider the following statements regarding equatorial climate:\n1. Two periods of maximum rainfall occur shortly before Equinoxes.\n2. Least rainfall falls at June and December Solstices. \nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,B,"• High temperature and high rainfall throughout the year.\n• Convectional rainfall with Cumulo nimbus clouds.\n• Annual range of temperature is very small.\n•  Double peak rainfall During equinoxes.\n•  Relative humidity is constantly high.\n•  Absence of winter.\n• Tropical evergreen rain forest called as Selvas amazon region.\n• Climbing plants called Lianas.\n• BELUKAR- secondary forest. ",,,
,12,Why lumbering was not well developed in equatorial region?,High Diversity of species,Low level of mechanization,Low market demand,Harsh climate,A," Unlike Temperate forest, the trees in tropical forests are not found in pure stands more than 200 species may be found in an acre of forest. This has made commercial exploitation difficult. ",,,
,12,"Consider the following statements regarding Amazon:\n1. Hevea Brasiliensis the most outstanding natural rubber is found Amazon and hence Brazil has emerged as leading producer of rubber.\n2. Cocoa introduced in Amazon basin and Brazil is one of the leading producer of Coffee.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,D,"• Brazil exports no natural rubber. The problems of Tree diseases and lack of commercial organization has resulted in this situation. Malaysia and Indonesia are leading producers.\n• Also cocoa is grown in West Africa with Nigeria and Ghana are the leading producers. ",,,
,12,"Consider the following pairs:\n    Local name for Shifting cultivation               Countries\nA. Ladang                                                              1. Burma\nB. Milpa                                                                 2. Africa\nC. Chena                                                               3. Malaysia\nD. Taungya                                                            4. SriLanka\nWhich of the pairs given above is/are correctly matched?",1-4-2-3,2-1-3-4,4-2-1-3,3-2-4-1,D,"• Located between tropics under the influence of on-shore wet monsoon in summer and off –shore dry monsoon in winter.\n•  Tropical marine – On shore trade wind all round the year. Found away from this zone.\n•  Basic cause is Heating and cooling of land and water creating seasonal reversenal of wind.\n• Thickly populated region of the earth.\n•  Farms are small and people are always Land hungry people.\n•  Tropical agriculture like\n1. Wet padi \n2.  Lowland cash crops- Jute and sugarcane\n3.  Highland plantation crops- Tea and coffee\n4.  Lumbering - Teak\n5.  Shifting cultivation-local names- Ladang in malasiya, Taungya in burma, Chena in SL, Milpa in Africa and Central america.",,,
,12,"Consider the following statements regarding shifting cultivation:\n1. Subsistence farming\n2. Fallowing of land or practices\n3. Poor mechanization\n4. Animals are very much integral to it\nWhich of the statements given above is/are correct?",1 and 3 only,"1, 2 and 3 only","1, 3 and 4 only","1, 2, 3 and 4",A,"Shifting cultivation\n• Shifting cultivation is an agricultural system in which a person uses a piece of land, only to abandon or alter the initial use a short time later.\n• This system often involves clearing of a piece of land followed by several years of wood harvesting or farming until the soil loses fertility.\n• Once the land becomes inadequate for crop production, it is left to be reclaimed by natural vegetation, or sometimes converted to a different long term cyclical farming practice.\n• This system of agriculture is often practised at the level of an individual or family, but sometimes may involve an entire village.\n• An estimated population exceeding 250 million people derive subsistence from the practice of shifting cultivation, and ecological consequences are often deleterious.\n• If the land losses its fertility, people move to newer areas and clean the forest. They do not allow following of land to region its fertility. Also labour is exclusively manual and no animals are used. ",,,
,12,"Consider the following statements regarding Savannas:\n1. Climate is characterized by hot, dry season and cool, wet season.\n2. Highest temperature in savanna coincides with the period of overhead sunlight.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,D,"• Savanna climate is characterized by hot, rainy season and cool, dry season. \n• The highest temperature do not coincide with the period of highest sun but occur just before the onset of rainy season. \n• Tall grass and short trees with deciduous trees and umbrella like shape eg acacia, Baobabs and bottle trees.\n•  Big game country",,,
,12,"Consider the following statements:\n1. Masai, Hausa are important tribes of Savanna.\n2. Masai and Hausa tribes are pastoralists in nature. \nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"• Masai are pastrolists but Hausa are settled cultivators Masai – Kenaya Tanzania, Hausa - Nigeria",,,
,12,"Match the following:\n      Tribes                Desert\nA. Bedouin             1. Kalahari\nB. Bushmen          2. Arabian Peninsula\nC. Bindibu             3.  Australia\nD. Mongols            4. Gobi\nSelect the correct answer using the codes given below",3-2-1-4,1-3-2-4,4-2-3-4,2-1-3-4,D,"1. Bedouin, also spelled Beduin, Arabic Badawi and plural Badw, Arabic-speaking nomadic peoples of the Middle Eastern deserts, especially of North Africa, the Arabian Peninsula, Egypt, Israel, Iraq, Syria, and Jordan.\n2. The Bushmen (also known as Khwe, Basarwa, or San) peoples of South Africa and neighboring Botswana and Namibia, who live in the Kalahari Desert, are part of the Khoisan group and are related to the Khoikhoi. They have a remarkably complex language characterized by the use of click sounds. While they have no collective name for themselves in any of their languages, they identify themselves as a larger group with such names as Ju/’hoansi and !Kung",,,
,12,"Consider the following statements:\n1. Deserts have highest annual range of temperature\n2. Siberian climate have highest diurnal range of temperature.\n3. Equatorial region have less temperature range.\nWhich of the statements given above is/are correct?",3 only,1 and 2 only,"1, 2 and 3",None of the above,A,• Deserts have highest diurnal range of temperature Siberian climate have highest annual range of temperature. ,,,
,12,"Match the resources with the mixed regions:\n         Desert                                       Resource\nA. Great Australian Desert               1. Gold\nB. Kalahari                                         2. Diamond  and copper\nC. Atacama                                        3. Uranium\nD. Utah                                               4. Sodium Nitrate\nSelect the correct answer using the codes given below",2-1-3-4 ,1-2-4-3,3-1-2-4,4-2-1-3 ,B,,,,
,12,"Consider the following statements:\n1. The climate is confined entirely to western portion of continent\n2. Receive Rainfall in winter months\n3. Basic cause of this climate is shifting of pressure belts.\nIdentify  the climate",Monsoon Climate,Savana Climate,British Type of Climate,Mediterranean Climate,D,"• Confined to mediterranean sea region , central chile and california.\n• Originates due to shifting of pressure belts.\n•  Wet Winter due to on shore westerlies.\n•  Dry summer due to off shore trade winds.\n•  Prominance of local winds like Sirocco, Mistral and bora.\n• Poor natural vegetation, absence of shade due to few leaves.\n•  Med Evergreen oaks- used in wine packing.\n•  Pines, fir and cedar trees – Coniferous Evergreen\n•  Orchard Farming\n•  Wine production",,,
,12,"Consider the Economic activities of Mediterranean region: \n1. Orchard farming\n2. Animal Husbandry\n3. Wine Production\n4. Palm oil Cultivation\nWhich of the statements given above is/are correct?",1 and 3 only,2 and 4 only,"1, 2 and 3 only","1, 2, 3 and 4",A,"• The climatic condition on this region do not suit grass because most of rain comes in cool season when growth is slow. Even of grasses survive they are so wiry and bunchy that they are not suitable for animal farming.\n• Palm oil cultivation is concentrated in equatorial region and not in Mediterranean region. ",,,
,12,"Match the following:\n         Orange                      Region\nA. Mosul                             1. Spain \nB. Mandarin                       2. China\nC. Seville                           3. Israel\nD. Jaffa                               4. Iraq\nSelect the correct answer using the codes given below",3-2-1-4,3-1-2-4,4-2-1-3,4-3-2-1,C,,,,
,12,"Consider the following statements regarding Steppe Climate:\n1. The landscape is typified by tall grass and short trees.\n2. These landscapes are so extensive in southern hemisphere but confined to small patches in northern hemisphere.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,D,"• Savanna landscape is typified by tall grass and short trees whereas steppe is practically tree less. \n• The steppe of northern hemisphere are so extensive but in southern hemisphere they are relatively small\n• Savannah : Tall grass and short trees with deciduous trees and umbrella like shape eg acacia, Baobabs and bottle trees.\n•  Big game country",,,
,12,"Match the following:\nA. Steppe                1. USA\nB. Prairie                2. South Africa\nC. Veld                    3. Eurasia\nD. Downs                4. Australia \nSelect the correct answer using the codes given below",1-3-4-2,3-1-2-4,2-4-1-2,2-3-1-4,B,"• Pampas – Argentina\n• Pustaz – Hungary\n• Manchuria – China\n• Canterbury – Newzealand",,,
,12,"Consider the following statements:\n1. Praries grasslands are called as Granaries of the world because of intensive mechanized wheat cultivation.\n2. Meat, dairy are some of the important industries in steppe.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"• Located inside the continent away from maritime influence.\n• Extreme temperature in northern hemisphere and less severe in south.\n• Convectional rainfall in summer.\n• Called with different names like- Prairies in north america, Pampas in south america, Puztaz in Hungary, Manchuria in china, Dawns in australia, Cantburry in new zealand and velds in South africa.\n• Treeless and grass is short.\n• Home for grazing animals.\n• Nomadic peoples like Kirghis in Asia ( Tartars ) and Red indians in NA.\n• Extensive mechanised wheat cultivation ( Granaries of the world ).\n• Pastrol farming.",,,
,12,"Consider the following statements regarding Warm Temperate Eastern Margin:\n1. In gulf type, monsoonal characters are very well established.\n2. In natal type, the narrower of the continent and dominant marine influence has eliminated the monsoonal elements.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,B,"1) China type\n• Central and North china including japan.\n•  South east monsoon in summer.\n•  Northwest monsoon in winter.\n•  Great annual temperature change.\n•  Typhoons.\n2) The gulf type\n•  In gulf atlantic region of USA.\n•  Here complete seasonal reversal of wind does not take place.\n•  Gulf stream and presence of on shore trade winds makes the region very pleasant.\n•  Hurricanes and tornadoes.\n3) The natal type\n•  Found In south hemisphere at all the continents.\n•  Rainfall throughout the year due to presence of South east trade winds.\n•  Annual temperature is very small.\n•  Southerly busters a local storm occurs at Australia and New zealand.\n•  Pampero – cold wind in Argentina\n•  Berg – Hot wind in Africa ",,,
,12,"Consider the following statements regarding British Type of Climate:\n1. There is no month without rainfall.\n2. There is slight autumn or winter maximum rainfall due to cyclonic activities.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"o Found in United Kingdom and surroundings,  Near Northern Rockies and southern Chile, Tasmania and new Zealand.\n•  Referred as North west European maritime Climate because of influence of Oceanic influence.\n• Moderate climate throughout the year, which is ideal for maximum comfort.\n•  Winters are mild due to presence of north Atlantic drift and prevalence westerly's.\n•  Rainfall throughout the year with western margin getting heavy rain.\n• Deciduous forest with pure stand which makes lumbering easy.\n•  Industrial development.\n•  Fishing-Doggar bank.\n•  Market gardening ie Truck farming.\n•  Horticulture industries in netherlands.\n•  Garden state-Tasmania.\n• Mixed farming.\n•  Sheep rearing\no Liecestors,\no Lincolns,\no Southdowns.",,,
,12,"Consider the following statements:\n1. Sheep rearing are the chief occupation in Canterbury plains of New Zealand. \n2. Truck farming is important activity of British Climatic Region.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"• Sheep rearing is the chief occupation in Canterbury plain. \n• Truck farming is a form of market gardening",,,
,12,"Identify the climate which is experienced only in Northern Hemisphere\n1. Laurentian type\n2. Siberian Type\n3. Polar Type\n4. British Type\nSelect the correct answer using the codes given below",1 and 4 only,"1, 2 and 3 only",2 and 3 only,1 only,D,Refer Goh Cheng Leong Climate chapter,,,
,12,"Match the following:\nA. Llanos              1. Argentina\nB. Campos            2. Venezula\nC. Pustaz              3. Brazil\nD. Pampas            4. Hungary\nSelect the correct answer using the code given below",2-4-1-3,3-1-2-4,2-3-4-1,3-2-1-4,C,,,,
,12,"Consider the following statements:\n1. The extremes of temperature are so great in Siberia that it is often referred as 'Cold Pole of earth'.\n2. Occasionally, local winds like burans and blizzards bring relief from freezing temperature in Siberian climatic region.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"Northerly polar winds blizzard of Canada and burans of Eurasia blow violently and reduce the temperature to sub zero.",,,
,12,"Consider the following statements:\n1. Location of volcanoes is closely related to regions that have been intensely Folded or Faulting. \n2. Himalayas have no active volcanoes at all.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"Volcanoes are found along destructive (subducting) plate boundaries, constructive (divergent) plate boundaries and at hot spots in the earth's surface.\nWhat is the Ring of Fire?\n• The 'Ring of Fire' is a volcanic chain surrounding the Pacific Ocean. The 'Ring of Fire' is famous for its regular earthquake and volcanic activity. More than half of the world's active volcanoes above sea level form part of the ring.\n• The Pacific Plate, an oceanic plate that forms the bed of the Pacific Ocean, is surrounded by a number of continental plates including the North American plate, South American plate, Philippine plate, the Australian-Indian plate and the Eurasian plate. The movement of these plates create zones of subduction (e.g. where the Pacific and Eurasian plates meet). This leads to the formation of volcanoes and the occurance of earthquakes.",,,
,12,"Consider the following pairs: \n       Rocks                  Metamorphosed into\n1. Clay                                    State\n2. Sandstone                          Schist\n3. Limestone                         Marble\nWhich of the pairs given above is/are correctly matched?",3 only,1 and 3 only,2 and 3 only,"1, 2 and 3",B,"What Is a Rock?\n• To geologists, a rock is a natural substance composed of solid crystals of different minerals that have been fused together into a solid lump.\n• The minerals may or may not have been formed at the same time. What matters is that natural processes glued them all together.\nTypes of Rocks\n• There are three basic types of rock: igneous, sedimentary, and metamorphic.\n• Extremely common in the Earth's crust, igneous rocks are volcanic and form from molten material. They include not only lava spewed from volcanoes, but also rocks like granite, which are formed by magma that solidifies far underground.\n• Typically, granite makes up large parts of all the continents. The seafloor is formed of a dark lava called basalt, the most common volcanic rock. Basalt is also found in volcanic lava flows, such as those in Hawaii, Iceland, and large parts of the U.S. Northwest.\n• By signing up for this email, you are agreeing to news, offers, and information from National Geographic Partners and our partners. Click here to visit our Privacy Policy. Easy unsubscribe links are provided in every email.\n• Granite rocks can be very old. Some granite, in Australia, is believed to be more than four billion years old, although when rocks get that old, they've been altered enough by geological forces that it's hard to classify them.\n• Sedimentary rocks are formed from eroded fragments of other rocks or even from the remains of plants or animals. The fragments accumulate in low-lying areas—lakes, oceans, and deserts—and then are compressed back into rock by the weight of overlying materials. Sandstone is formed from sand, mudstone from mud, and limestone from seashells, diatoms, or bonelike minerals precipitating out of calcium-rich water.\n• Fossils are most frequently found in sedimentary rock, which comes in layers, called strata.\n• Metamorphic rocks are sedimentary or igneous rocks that have been transformed by pressure, heat, or the intrusion of fluids. The heat may come from nearby magma or hot water intruding via hot springs. It can also come from subduction, when tectonic forces draw rocks deep beneath the Earth's surface.\n• Marble is metamorphosed limestone, quartzite is metamorphosed sandstone, and gneiss, another common metamorphic rock, sometimes begins as granite.",,,
,12,Identify the correct statements,All planets have at least one satellite,"Unlike planets, satellites have light of their own",Saturn have the largest no of Satellites. ,None of the above,D,"Mercury and Venus do not have satellites like planets, satellites do not have their own light Jupiter has largest no of satellite. ",,,
,12,"Consider the following statements regarding Circum Pacific Belt:\n1. It is an active volcanic and seismic zone.\n2. It is  divergent plate boundary.\n3. Circum pacific belt is Highly prone to Tsunami\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,None of the above,B,"Ring of Fire\n• The Ring of Fire is a string of volcanoes and sites of seismic activity, or earthquakes, around the edges of the Pacific Ocean.\n• The Ring of Fire is a string of volcanoes and sites of seismic activity, or earthquakes, around the edges of the Pacific Ocean. Roughly 90% of all earthquakes occur along the Ring of Fire, and the ring is dotted with 75% of all active volcanoes on Earth. \n• The Ring of Fire isn’t quite a circular ring. It is shaped more like a 40,000-kilometer (25,000-mile) horseshoe. A string of 452 volcanoes stretches from the southern tip of South America, up along the coast of North America, across the Bering Strait, down through Japan, and into New Zealand. Several active and dormant volcanoes in Antarctica, however, 'close' the ring.\nPlate Boundaries\n• The Ring of Fire is the result of plate tectonics. Tectonic plates are huge slabs of the Earth’s crust, which fit together like pieces of a puzzle. The plates are not fixed but are constantly moving atop a layer of solid and molten rock called the mantle. Sometimes these plates collide, move apart, or slide next to each other. Most tectonic activity in the Ring of Fire occurs in these geologically active zones.\nConvergent Boundaries\n• A convergent plate boundary is formed by tectonic plates crashing into each other. Convergent boundaries are often subduction zones, where the heavier plate slips under the lighter plate, creating a deep trench. This subduction changes the dense mantle material into buoyant magma, which rises through the crust to the Earth’s surface. Over millions of years, the rising magma creates a series of active volcanoes known as a volcanic arc.\n• If you were to drain the water out of the Pacific Ocean, you would see a series of deep ocean trenches that run parallel to corresponding volcanic arcs along the Ring of Fire. These arcs create both islands and continental mountain ranges.\n• The Aleutian Islands in the U.S. state of Alaska, for example, run parallel to the Aleutian Trench. Both geographic features continue to form as the Pacific Plate subducts beneath the North American Plate. The Aleutian Trench reaches a maximum depth of 7,679 meters (25,194 feet). The Aleutian Islands have 27 of the United States’ 65 historically active volcanoes.  \n• The Andes Mountains of South America run parallel to the Peru-Chile Trench, created as the Nazca Plate subducts beneath the South American Plate. The Andes Mountains include the world’s highest active volcano, Nevados Ojos del Salado, which rises to 6,879 meters (over 22,500 feet) along the Chile-Argentina border. Many volcanoes in Antarctica are so geologically linked to the South American part of the Ring of Fire that some geologists refer to the region as the 'Antarctandes'.\nDivergent Boundaries\n• A divergent boundary is formed by tectonic plates pulling apart from each other. Divergent boundaries are the site of seafloor spreading and rift valleys. Seafloor spreading is the process of magma welling up in the rift as the old crust pulls itself in opposite directions. Cold seawater cools the magma, creating new crust. The upward movement and eventual cooling of this magma has created high ridges on the ocean floor over millions of years.\n• The East Pacific Rise is a site of major seafloor spreading in the Ring of Fire. The East Pacific Rise is located on the divergent boundary of the Pacific Plate and the Cocos Plate (west of Central America), the Nazca Plate (west of South America), and the Antarctic Plate. The largest known group of volcanoes on Earth is found underwater along the portion of the East Pacific Rise between the coasts of northern Chile and southern Peru. \nTransform Boundaries\n• A transform boundary is formed as tectonic plates slide horizontally past each other. Parts of these plates get stuck at the places where they touch. Stress builds in those areas as the rest of the plates continue to move. This stress causes the rock to break or slip, suddenly lurching the plates forward and causing earthquakes. These areas of breakage or slippage are called faults. The majority of Earth’s faults can be found along transform boundaries in the Ring of Fire.\n• The San Andreas Fault, stretching along the central west coast of North America, is one of the most active faults on the Ring of Fire. It lies on the transform boundary between the North American Plate, which is moving south, and the Pacific Plate, which is moving north. Measuring about 1,287 kilometers (800 miles) long and 16 kilometers (10 miles) deep, the fault cuts through the western part of the U.S. state of California. Movement along the fault caused the 1906 San Francisco earthquake, which destroyed nearly 500 city blocks. The earthquake and accompanying fires killed roughly 3,000 people and left half of the city’s residents homeless.\nHot Spots\n• The Ring of Fire is also home to hot spots, areas deep within the Earth’s mantle from which heat rises. This heat facilitates the melting of rock in the brittle, upper portion of the mantle. The melted rock, known as magma, often pushes through cracks in the crust to form volcanoes. \n• Hot spots are not generally associated with the interaction or movement of Earth’s tectonic plates. For this reason, many geologists do not consider hot spot volcanoes part of the Ring of Fire.\n• Mount Erebus, the most southern active volcano on Earth, sits over the eruptive zone of the Erebus hot spot in Antarctica. This glacier-covered volcano has a lava lake at its summit, and has been consistently erupting since it was first discovered in 1841. \nActive Volcanoes in the Ring of Fire\n• Most of the active volcanoes on The Ring of Fire are found on its western edge, from the Kamchatka Peninsula in Russia, through the islands of Japan and Southeast Asia, to New Zealand. \n• Mount Ruapehu in New Zealand is one of the more active volcanoes in the Ring of Fire, with yearly minor eruptions, and major eruptions occurring about every 50 years. It stands 2,797 meters (9,177 feet) high. Mount Ruapehu is part of the Taupo Volcanic Arc, where the dense Pacific Plate is subducting beneath the Australian Plate.\n• Krakatau, perhaps better known as Krakatoa, is an island volcano in Indonesia. Krakatoa erupts less often than Mount Ruapehu, but much more spectacularly. Beneath Krakatoa, the denser Australian Plate is being subducted beneath the Eurasian Plate. An infamous eruption in 1883 destroyed the entire island, sending volcanic gas, volcanic ash, and rocks as high as 80 kilometers (50 miles) in the air. A new island volcano, Anak Krakatau, has been forming with minor eruptions ever since.\n• Mount Fuji, Japan’s tallest and most famous mountain, is an active volcano in the Ring of Fire. Mount Fuji last erupted in 1707, but recent earthquake activity in eastern Japan may have put the volcano in a 'critical state.' Mount Fuji sits at a 'triple junction,' where three tectonic plates (the Amur Plate, Okhotsk Plate, and Philippine Plate) interact.\n• The Ring of Fire’s eastern half also has a number of active volcanic areas, including the Aleutian Islands, the Cascade Mountains in the western U.S., the Trans-Mexican Volcanic Belt, and the Andes Mountains. \n• Mount St. Helens, in the U.S. state of Washington, is an active volcano in the Cascade Mountains. Below Mount St. Helens, both the Juan de Fuca and Pacific plates are being subducted beneath the North American Plate. Mount St. Helens lies on a particularly weak section of crust, which makes it more prone to eruptions. Its historic 1980 eruption lasted 9 hours and covered nearby areas in tons of volcanic ash.\n• Popocatépetl is one of the most dangerous volcanoes in the Ring of Fire. The mountain is one of Mexico’s most active volcanoes, with 15 recorded eruptions since 1519.  The volcano lies on the Trans-Mexican Volcanic Belt, which is the result of the small Cocos Plate subducting beneath the North American Plate. Located close to the urban areas of Mexico City and Puebla, Popocatépetl poses a risk to the more than 20 million people that live close enough to be threatened by a destructive eruption.\nRing of Fire\n• Geologic features along the Ring of Fire include not only volcanoes, but ocean trenches, mountain trenches, hydrothermal vents, and sites of earthquake activity.",,,
