question_id,test_id,question,optionA,optionB,optionC,optionD,answer,explanation,paragraph,image,explanationImage
,5,"What is understood from the phrase ‘forced denunciation’? ","the Dalai Lama’s condemnation against the deplorable actions of China.","China’s overbearing tendency to take over the governance of Tibet.","China’s blasphemous propaganda to dethrone the Dalai Lama.","difficulties caused by China to get religious education in Tibet. ",d,"The entire passage has only religious practices in Tibet vs China’s domination. ","China, which promotes atheism, aims to undermine the Dalai Lama's influence in Tibet and maintains strict control over monasteries and nunneries. Political campaigns or "patriotic re-education" require forced denunciations of the Dalai Lama, and there are restrictions on religious pilgrimages. Obtaining a religious education remains extremely difficult or impossible in Tibet.",,
,5,"Which of the following is not an antithesis? ",white lie and black lie,malevolent and benevolent,opposite and foil ,evil and virtue ,c,opposite and foil are synonyms.,"A white lie is one that lacks evil intent, as opposed to a black lie, which is most certainly malevolent. The term was first used in the 18th century, when it suggested something slightly different. It is based on the ancient Western idea of polar opposites, represented in popular culture through white, meaning good, and black, its antithesis. ",,
,5,"If the day before yesterday was Saturday, What day will fall on the day after tomorrow?","Friday","Tuesday","Thursday","Wednesday",d,"If day before yesterday was Saturday, then today is Monday.  Thus tomorrow will be Tuesday and 	day after tomorrow will be Wednesday.",,,
,5,"A clock is set at 10 a.m. The clock loses 16 minutes in 24 hours. What will be the true time when the clock indicates 3 a.m. on 4th day?",9 p.m,10 p.m,11 p.m,12 p.m,c,"Time from 10 a.m on a day to 3 a.m on 4th 	day = 24 × 3 + 17 = 89 hours.\n	Now 23 hrs 44 min. of this clock = 24 hours of correct clock.\n	Or 356 / 15 hrs of faulty clock = 24 hours 	of correct clock.\n	89 hrs of faulty clock = (24 × 15/356 × 89) 	hrs = 90 hrs.\n	So, the correct time is 11 p.m",,,
,5,"A watch which gains uniformly is 2 minutes slow at noon on Sunday and is 4 min. 48 sec fast at 2 p.m. on the following Sunday. When it has shown the correct time ?" ,"2 p.m. on Monday","2 p.m. on Tuesday","3 p.m. on Wednesday","1 p.m. on Thursday",a,"Time from 12 p.m. on Sunday to 2 p.m. on 	the following Sunday = 7 days 2 hours.\n	= 24 × 7 + 2 = 170 hours.\n	The watch gains = (2 + 4 × 4/5)min = 34 / 	5 minute in 170 hrs.\n	Since, 34/5 min are gained in 170 hrs.\n	2 min are gained in(170 × 5/34 × 2) hrs = 	50 hours i.e 2 days 2 hrs. after 12 p.m. on 	Sunday i.e., it 	will be correct at 2 	p.m. on Tuesday",,,
,5,"In the case of how many years was the production below the average production of the given years?",one,two,three,four,c,"Average production 	= (80+110+100+130+65+120)/6\n			= 605/6\n			= 100.833 thousand tonnes\n			= 100900 tonnes \n	ie. production in 1993, 1995 and 1997 was 	below the average." ,"questionCsat365.PNG",
,5,"What was the percentage drop in production from 1996 to 1997?",100,50,65,40,b,"Production in 1996 = 130 thousand tonnes.\n	Production in 1997 = 65 thousand tones\n	Decrease = ((130-65)/130)×100\n		  =65/130×100=50%",,,
,5,"In which year was the production 50%of the total production in 1993 and 1998 together",1994,1995,1996,1997,b,"Total production in 1993 and 1998 = 	80+120 = 200\n	50% of 200 = 50/100×200=100\n	ie, the production in 1995 was 50% of the 	total production in 1993 and 1998.",,,
,5,"If the production in 1999 will be above the average production of the given years, which of the following could be the minimum production for 1999?",105000 ,120000,100900,130000,c,"Average production = 100900 tonnes.\n	Therefore the minimum production in 1999 will be 100900 tonnes",,,
,5,"What was the approximate percentage increase in production from 1993 to 1994",60,40,110,30,b,"Production in 1993 = 80 thousand tonnes.\n	Production in 1994 = 110 thousand tones\n	Increase = ((110-80)/80)×100= 30/80×100=40% ",,,
,5,"Which of the following is TRUE according to the passage? \n1.	Unmarried men do not make good citizens of the country.  \n2.	Some people think that having more children is a symbol of prosperity \n3.	Unmarried man is less elusive than married man. \n4.	Judges and magistrates would get better served by a private person. ",Only (1) is right,(1) and (4) are right,(1) and (3) are right,Only (4) is right,a,"Unmarried men are best friends, best masters, best servants; but not always best subjects; for they are light to run away; and almost all fugitives, are of that condition.","He that hath wife and children hath given hostages to fortune; for they are impediments to great enterprises, either of virtue or mischief. Certainly the best works, and of greatest merit for the public, have proceeded from the unmarried or childless men; which both in affection and means, have married and endowed the public. Yet it were great reason that those that have children, should have greatest care of future times; unto which they know they must transmit their dearest pledges. Some there are, who though they lead a single life, yet their thoughts do end with themselves, and account future times impertinences. Nay, there are some other, that account wife and children, but as bills of charges. Nay more, there are some foolish rich covetous men that take a pride, in having no children, because they may be thought so much the richer. For perhaps they have heard some talk, Such an one is a great rich man, and another except to it, Yea, but he hath a great charge of children; as if it were an abatement to his riches. But the most ordinary cause of a single life, is liberty, especially in certain self-pleasing and humorous minds, which are so sensible of every restraint, as they will go near to think their girdles and garters, to be bonds and shackles. Unmarried men are best friends, best masters, best servants; but not always best subjects; for they are light to run away; and almost all fugitives, are of that condition. A single life doth well with churchmen; for charity will hardly water the ground, where it must first fill a pool. It is indifferent for judges and magistrates; for if they be facile and corrupt, you shall have a servant, five times worse than a wife. For soldiers, I find the generals commonly in their hortatives, put men in mind of their wives and children; and I think the despising of marriage amongst the Turks, maketh the vulgar soldier more base. Certainly wife and children are a kind of discipline of humanity; and single men, though they may be many times more charitable, because their means are less exhaust, yet, on the other side, they are more cruel and hardhearted (good to make severe inquisitors), because their tenderness is not so oft called upon. Grave natures, led by custom, and therefore constant, are commonly loving husbands, as was said of Ulysses, vetulam suam praetulit immortalitati. Chaste women are often proud and froward, as presuming upon the merit of their chastity. It is one of the best bonds, both of chastity and obedience, in the wife, if she think her husband wise; which she will never do, if she find him jealous. Wives are young men's mistresses; companions for middle age; and old men's nurses. So as a man may have a quarrel to marry, when he will. But yet he was reputed one of the wise men, that made answer to the question, when a man should marry,- A young man not yet, an elder man not at all. It is often seen that bad husbands, have very good wives; whether it be, that it raises the price of their husband's kindness, when it comes; or that the wives take a pride in their patience. But this never fails, if the bad husbands were of their own choosing, against their friends' consent; for then they will be sure to make good their own folly.",,
,5,"According to the author, single men are hard-hearted because","they have been born so","some forces may break up his charitable life","they hardly find a chance to exercise their kindness","they seclude themselves from social life. ",c,"A single life doth well with churchmen; for charity will hardly water the ground",,,
,5,"It is inferred from the line ‘a young man not yet, an elder man not at all’ that",a young man can marry again though he remains married.,an elder man should not marry even he remains unmarried. ,a suitable reason for marriage and the right time of doing it have to be justified.,None of the above.,c,Because a young man has a reason to marry but an old one need not have,,,
,5,"Which of the following can be understood from the passage? ","Introducing technology is an effective solution for rectifying the learning related problems faced by students. ","Teaching practices have to be equipped with digital technologies to attract more students.","Creating a digital platform for learning and teaching is limited by institutional issues.  ","Failing to implement the digital learning scheme costs a lot to the government. ",c,"Has technology become a convenient way of side stepping deeper institutional problems that plague the sector?. This rhetorical question has an implied answer, Yes, there are problems. ","The thrust on technology as the driver of quality improvements in education is also a shift that needs further unpacking in the light not just of the shortfalls in enabling infrastructure, but also in terms of the implications for teaching practices. Has technology become a convenient way of side stepping deeper institutional problems that plague the sector? Is the government looking for quick fix solutions and shying away addressing the larger issues of implementation failure that have long been acknowledged as the cause of poor quality and falling learning levels?",, 
,5,"Which of the following is true of the problems prevailing in the educational institutions? ","Teaching practices in the educational institutions do not cater to improve the standard of education. ","Creating infrastructure is a major problem in many institutions. ","Teachers are not liberal enough to follow their methods of teaching. ","The government does not really support the institutions in effectively implementing the academic schemes. ",a,"but also in terms of the implications for teaching practices. ",,,
,5,"Which of the following best describes the theme of the passage? ","To explain the growth in the world economy which has turned out be unfavorable to the revival of import policies that India is likely to carry out to increase the expectation of the foreign investors over choosing India as an investing hub.","To deliberate on the precise cause which has triggered the dramatic fall in rupee and that is misconceived because of the resurgence in the economy of the USA. ","To highlight that though the government and the RBI have tried to patch up the fall in rupee by narrowly understanding its cause and reacting simply to the resurgence in the economy of the USA, they have failed to alter the fiscal policy that has capped on the expecting investments, which would have otherwise averted the recurrent fall in rupee. ","To clarify that the fall in Indian rupee is not the result of the immediate change in the global financial market, being sensitive to which the government has taken impertinent measures, but unwelcoming situation in India to invest and long term economic and fiscal policies that are not overhauled, while analyzing the regression in economy.",c,"The entire passage is about how the government wrongly perceived the reality and took incorrect measures to control the fall of the rupee. ","After unleashing some rather unpopular weapons of yore on the markets over the last month and a half, the Reserve Bank of India and the government find themselves in an unenviable situation. The very measures that were meant to protect the rupee have turned toxic and boomeranged. Both the rupee and the stock market indices continue their nosedive. The increase in short-term rates aimed at draining liquidity failed to contain the falling rupee. Since July 15, when the measures were announced, the currency has depreciated 5.40 per cent, falling from Rs.59.89 to Rs.63.13 to the dollar, cocking a snook at the RBI. What the measure did though was to alienate corporate India further by impacting sentiment and raising fears of a rebound in medium and long-term rates. Indeed, some banks have already announced an increase in their base lending rate, signifying the rising cost of funds. Axis Bank raised its base rate by 0.25 percentage points to 10.25 per cent on Monday. The damage could still have been contained if the central bank had stopped there. But the urge, and probably pressure on it, to control the rupee’s slide was so high that came out with the next move that really stunned the markets: the restriction on investment outflows on corporate and individuals. That measure to control capital outflow ironically had the opposite effect as foreign investors panicked and voted with their feet. In the world of financial markets, perceptions matter as much, if not more than reality and the central bank’s measures were perceived as the return of capital controls. The result is the ongoing mayhem in the stock market with the Sensex losing a whopping 5.46 per cent or 1,059 points in just two trading sessions on Friday and Monday. The rupee had its worst day in more than a decade, falling by Rs.1.48 to an all-time low of Rs.63.13.\nThe question that rises now is: did the RBI and government press the panic button much too soon? Hindsight is always 20:20 and it is easy to comment on the RBI’s actions, especially when you don’t have access to the information and data that prompted its actions. Yet, one needs to ask if the measures, especially the second set announced on the eve of Independence Day, were called for. Of course, to be fair to the central bank, it can only do what is within its powers and that is using monetary policy tools; these cannot substitute for resolute action from the fiscal side, which is the government’s prerogative. Indeed, the comments of Prime Minister Manmohan Singh on Saturday at a RBI function couldn’t have been more apt. Dr. Singh spoke of the 'possibilities and limitations of monetary policy in a globalised, fiscally constrained economy.' He may or may not have meant it as a dig at the central bank but the truth unfortunately is that there are indeed limits to what monetary policy can achieve in the absence of support from fiscal policy. The root cause for the problems with the rupee and the current account deficit (CAD) are not so much to do with monetary policy as with prolonged neglect of the real sector of the economy. The truth is the UPA II government has failed to create a conducive environment for investment in manufacturing. Even as inflation was raging, all the action to control it was on the demand side and not on the supply side, where the problems were.\nProjects were held up for want of clearances related to land and environment even as power supply and other infrastructure constraints posed problems for those that were already operational. Exports fell for want of sympathetic policy measures such as interest subvention schemes to protect units in the medium and small-scale sector from high interest rates. Just imagine the dividends that a competitive exports sector could have brought in these times of a depreciating rupee. A small example of what could have been is provided by the apparel segment whose exports grew by 12 per cent in June to $1.24 billion and by 11 per cent to $3.56 billion in the first quarter of this fiscal, according to the Apparel Export Promotion Council.\nThere are also other important factors for the high current account deficit such as the inability to arrest fuel subsidies, which meant that consumption growth continued unabated and hence oil imports continued to grow. Had the government even turned a small part of its focus on gold import to fuel subsidies, the import bill could have been lower. There could also have been better appreciation of the fact that the falling trend in the rupee was also because of global capital returning to the U.S. in anticipation of improved economic prospects there. Capital, like water, finds its level and that level is where returns are best. The only way to combat such an outflow is to create conditions within India that will improve the prospects of returns. As any economist would tell you, it is futile to hold back or even be seen to be holding back capital against its will, especially in a world free of controls.\nThus, the basic mistake that policymakers made was misreading the symptom as the disease. The falling rupee and rising CAD are just symptoms of the illness which is the sustained fall in manufacturing growth in recent years and the consequent loss of investment opportunities for both FDI and FII investors, on the one hand and the resurgence in the U.S. economy, on the other. And the cure for both is the same: encourage the manufacturing sector by removing hurdles to investment and production. That will, in due course, get the rupee the respect it deserves.",,
,5,"The word ‘unenviable ‘in the passage means ",Ineffective,Unattractive,Insignificant,Worthless,a,,,,
,5,"Which of the following is implied in the passage as ‘disease’? ","The fall in Indian rupee which is a sorry tale of the growing Indian economy.","The government’s futile attempt to reduce the subsidies for oil industries","The RBIs measure to keep under its control the outflow of cash.","The continuous fall in the growth of the manufacturing sector. ",d,"The sustained fall in the manufacturing sector is discussed in the passage. ",,,
,5,"Consider the following Statements\n 1.	Economic policies have to be revised to increase the dividends acquired from 	the export sectors.\n 2.	Monetary policy will go to backdrop when not aided by fiscal policy. \n                Which of the above statement (s)is/are valid according to the passage?","1 only","2 only    c","Both 1 and 2","Neither 1 nor 2",b,"Both the policies have to be regulated in a synchronous manner. ",,,
,5,"Which of the following is/ are the author least likely to agree to?\n1.	Monetary policy adopted by the RBI sometimes, especially while economy facing a severe backlash, can do away with fiscal policy.\n 2.	The government’s negligent attitude to control the high ending bills and revise the import policies indicates its less- pragmatic approach in confronting with economical and financial issues.\n3.	The government has resorted to withhold the cash outflow with not being sensitive to the reality. \n4.	Nevertheless is India a country having the conducive ambience to invest in the manufacturing sector.\nChoose the correct code","Only (1) is correct","only (2) is correct","(1) and (2) are correct","(3) and (4) are correct",b,"The Government did not cut, especially the fuel subsidies. ",,,
,5,"The tone of the author in the above passage is ",Cynical,Judgmental,Assertive,Disparaging,c,,"To reduce the gap between demand and supply, water conservation measures be accorded highest priority in areas facing water quality and scarcity problems, with emphasis on recycling/reuse of waste water for nondomestic uses. To restore and maintain water quality and ensure environmental sustainability, action is needed on a wide front under water resources protection and conservation, water use efficiency, water quality management, drainage and control of water logging and salinity, control of water pollution, development and application of clean technology, groundwater protection, monitoring and surveillance of water resources and water receiving wastes. ",,  
