question_id,test_id,Questions,Option A,Option B,Option C,Option D,Answer,Explanation,image,explanationImage
,9,"Consider the following regarding Indus Water Treaty (1960):\n1.India can use 50 per cent of the total water carried by Indus river system.\n2.This water is used for irrigation in the Punjab, Haryana and the southern and western parts of Rajasthan.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,B,"Class – 9 -  – Book Name – Contemporary India-1 – Page No. 20.\nExplanation:\n According to the regulations of the Indus Water Treaty (1960), India can use only 20 per cent of the total water carried by Indus river system. This water is used for irrigation in the Punjab, Haryana and the southern and western parts of Rajasthan.",,,
,9,"Consider the following statements regarding Sunderbans delta:\n1.The Sundarban Delta derived its name from the Sundari tree which grows well in marshland.\n2.It is the world’s largest and fastest growing delta. It is also the home of Royal Bengal tiger.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"Class – 9 -  – Book Name – Contemporary India-1 – Page No. 20.\nExplanation:\n The Sundarban Delta derived its name from the Sundari tree which grows well in marshland. It is the world’s largest and fastest growing delta. It is also the home of Royal Bengal tiger.",,,
,9,"Which of the following are fresh water lakes?\n1. Dal lake\n2.Bhimtallake\n3.Chilka lake\n4.Sambhar lake\nSelect the correct answer using the codes given below:","1, 2, 3 and 4","1 and 2 only","2 and 3 only","1, 2 and 3 only",B,"Class – 9 -  – Book Name – Contemporary India-1 – Page No. 22.\nExplanation:\nA meandering river across a flood plain forms cut-offs that later develop into ox-bow lakes. Spits and bars form lagoons in thecoastal areas, eg the Chilika lake, the Pulicatlake, the Kolleru lake. Lakes in the region of inland drainage are sometimes seasonal; for example, the Sambhar lake in Rajasthan, which is a salt water lake. Its water is used for producing salt.\nMost of the fresh water lakes are in theHimalayan region. They are of glacial origin. In other words, they formed when glaciers dug out a basin, which was later filled with snowmelt. The Wular lake in Jammu and Kashmir, in contrast, is the result of the tectonic activity. It is the largest freshwater lake in India. The Dal lake, Bhimtal, Nainital, Loktak and Barapani are some other important fresh water lakes.",,,
,9,"Which of following are major controls of the climate of any place?\n1. latitude\n2. altitude\n3. pressure and wind system\n4.  distance from the sea\n5. ocean currents\n6. relief features.\nSelect the correct answer using the codes given below:","1, 2, 3, 4, 5 and 6","1, 3, 4 and 6 only","2, 3, 4, 5 and 6 only","1, 2, 3 and 4 only",A,"Class – 9 -  – Book Name – Contemporary India-1 – Page No. 27.\nExplanation:\nThere are six major controls of the climate of any place. They are: latitude, altitude, pressure and wind system, distance from the sea (continentality), ocean currents and relief features.",,,
,9,"Consider the following statements regarding Jet streams:\n1.These are a narrow belt of high altitude (above 12,000 m) easterly winds in the troposphere. \n2. Their speed varies from about 110km/h in summer to about 184 km/h in winter.\n3. A number of separate jet streams have beenidentified. The most constant are the mid-latitude and the sub tropical jet stream.\nWhich of the statements given above is/are correct?","1, 2 and 3","1 and 2 only","2 and 3 only","1, 2 and 3",C,"Class – 9 -  – Book Name – Contemporary India-1 – Page No. 28.\nExplanation:\nJet stream: These are a narrow belt of high altitude (above 12,000 m) westerly winds in the troposphere. Their speed varies from about 110 km/h in summer to about 184 km/h in winter. A number of separate jet streams have been identified. The most constant are the mid-latitude and the sub tropical jet stream.",,,
,9,"Consider the following statements regarding El-nino, a global phenomenon.\n1.It is periodic development of a warm ocean current along the coast of Peru as a temporary replacement of the cold Peruvian current.\n2.The presence of the El Nino leads to an increase in sea-surface temperatures and weakening of the trade winds in the region\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"Class – 9 -  – Book Name – Contemporary India-1 – Page No. 30.\nExplanation:\nEl Nino: This is a name given to the periodic development of a warm ocean current along the coast of Peru as a temporary replacement of the cold Peruvian current. 'El Nino' is a Spanish word meaning 'the child, and refers to the baby Christ, as this current starts flowing during Christmas. The presence of the El Nino leads to an increase in sea-surface temperatures and weakening of the trade winds in the region.",,,
,9,"To which one of the following types of vegetation does rubber belong to?",Tundra ,Tidal ,Montane,Tropical Evergreen,D,"Class – 9 -  – Book Name – Contemporary India-1 – Page No. 46.\nExplanation:\n Tropical Evergreen Forests: These forests are restricted to heavy rainfall.They are at their best in areas having more than 200 cm of rainfall with a short dry season. Thetrees reach great heights up to 60 metres or even above. Since the region is warm and wet throughout the year, it has a luxuriant vegetation of all kinds – trees, shrubs, and creepers giving it a multilayered structure. There is no definite time for trees to shed their leaves. As such, these forests appear green all the year round.\nSome of the commercially important treesof this forest are ebony, mahogany, rosewood, rubber and cinchona. The common animals found in these forests are elephants, monkey, lemur and deer. The one horned rhinoceros are found in the jungles of Assam and West Bengal. Besides these animals plenty of birds, bats, sloth, scorpions and snails are also found in these jungles.",,,
,9,"Consider the following statements:\n1.India is the only country in the world that has both tigers and lions.\n2.The natural habitat of the Indian lion is the Gir forest in Gujarat.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"Class – 9 -  – Book Name – Contemporary India-1 – Page No. 48.\nExplanation:\n India is the only country in the world that has both tigers and lions.\nThe natural habitat of the Indian lion is the Gir forest in Gujarat. Tigers are found in the forests of Madhya Pradesh, the Sundarbans of West Bengal and the Himalayan region. Leopards too are members of the cat family. They are important among animals of prey",,,
,9,"Consider the following statements regarding the Adolescent Population(10-19yrs):\n1. It constitutes one-fifth of the total population of India.\n2. Nutrition requirements of adolescents are higher than those of a normal child or adult.\n3. In India, Alarge number of adolescent girls suffer fromanaemia.\nWhich of the statements given above is/are correct?","1, 2 and 3","1 and 2 only","2 and 3 only","1 and 3 only",A,"Class – 9 -  – Book Name – Contemporary India-1 – Page No. 59.\nExplanation:\nAdolescent Population\nThe most significant feature of the Indian population is the size of its adolescent population. It constitutes one-fifth of the total population of India. Adolescents are generally grouped in the age-group of 10 to 19 years. They are the most important resource for the future. Nutrition requirements of adolescents are higher than those of a normal child or adult. Poor nutrition can lead to deficiency and stunted growth. But in India, the diet available to adolescents is inadequate in all nutrients. A large number of adolescent girls suffer fromanaemia.",,,
,9,"Consider the following statements\n1.Sex ratio is defined as the number of females per 1000 males in the population.\n 2.The sex ratio in India has always remained favourable to females.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"Class – 9 -  – Book Name – Contemporary India-1 – Page No. 58.\nExplanation:\nSex ratio is defined as the number of females per 1000 males in the population. This information is an important social indicator to measure the extent of equality between males and females in a society at a given time. The sex ratio in the country has always remained unfavourable to females.",,,
,9,"India has selected 82 degrees and 30 minutes as its standard Meridian. Why?",It is the result of instructions given by the Greenwich meridian international time agency,It is a multiple of 7 degrees and 30 minutes,It falls in the centre of Indian Territory thus representing the time of other regions nearly well.,Both (b) and (c),D,"Class – 11 -  – Book Name – India Physical Environment – Page No. 2.\nExplanation:\n There is a general understanding among the countries of the world to select the standard meridian in multiples of 7<super>o<super>30' of longitude. That is why 82<super>o<super>30' E has been selected as the standard meridian of India. Indian Standard Time is ahead of Greenwich Mean Time by 5 hours and 30 minutes. Moreover, it falls in the center of India. So no part of India would be much out of sync with the national time.\nThere are some countries where there is more than one standard meridian due to their vast east-to-west extent. For example, the USA has seven time zones.",,,
,9,"Which of the following show the importance of the Himalayan mountain system?\n1. It acts as a drainage divide.\n2. It acts as climate divide and stops the cold winds from Central Asia from entering into India.\n3. Himalayas plays a vital role in containing the intensity of earthquakes in Northern India.\nSelect the correct answer using the code given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 11 -  – Book Name – India Physical Environment – Page No. 11.\nExplanation:\n Himalayas are not only the physical barrier; they are also a climatic, drainage and cultural divide. They regulate the climate of Indian sub-continent by stopping the winds from Central ASIA entering into India.\nHowever, Himalayan region is vulnerable to earthquakes as the plate movements still continue.",,,
,9,"Which of the following famous regions are found in the Great Himalayas and the PirPanjal range?\n1. Kashmir Valley\n2. Siachen Glacier\n3. Dal Lake\n4. Baltoro glacier\nSelect the correct answer using the codes given below","1, 2 and 3 only","1, 2, 3 and 4","2 and 4 only",None of the above,B,"Class – 11 -  – Book Name – India Physical Environment – Page No. 11.\nExplanation:\n All these regions are found in between Great Himalayan range and PirPanjal.\nThe Kashmir Himalayas are also famous for Karewa formations, which are useful for the cultivation of Zafran, a local variety of saffron.\nSome of the important passes of the region are Zoji La on the Great Himalayas, Banihal on the PirPanjal, Photu La on the Zaskar and Khardung La on the Ladakh range. Some of the important fresh lakes such as Dal and Wular and salt water lakes such as Pangong Tso and Tso Moriri are also in this region.",,,
,9,"Rivers flowing in via the Arunachala Himalayas have the highest hydroelectricity producing potential in our country. Why?\n1. They are perennial.\n2. They have a high rate of fall.\n3. They flow through wide gorges.\nSelect the correct answer using the code given below","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3",A,"Class – 11 -  – Book Name – India Physical Environment – Page No. 13.\nExplanation:\n The Arunachal Himalayas- extend from the east of the Bhutan Himalayas up to the Diphu pass in the east. The general direction of the mountain range is from southwest to northeast. Some of the important mountain peaks of the region are Kangtu and NamchaBarwa. These ranges are dissected by fast-flowing rivers from the north to the south, forming deep gorges.\nBhramaputra flows through a deep gorge after crossing NamchaBarwa. Some of the important rivers are the Kameng, the Subansiri, the Dihang, the Dibang and the Lohit. These are perennial with the high rate of fall, thus, having the highest hydro-electric power potential in the country. An important aspect of the Arunachal Himalayas is the numerous ethnic tribal communities inhabiting in these areas.",,,
,9,"Consider the following statements regarding the physiography of the North-eastern region of India:\n1. In Manipur, soft unconsolidated deposits are a major feature of basins.\n2. No river in Nagaland joins the Brhamputra.\n3. Most of the ranges in the Eastern Himalayas are separated from each other by small rivers.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",C,"Class – 11 -  – Book Name – India Physical Environment – Page No. 15.\nExplanation:\n The Eastern Hills and Mountains are a part of the Himalayan mountain system having their general alignment from the north to the south direction. They are known by different local names. In the north, they are known as Patkai Bum, Naga hills, the Manipur hills and in the south as Mizo or Lushai hills.\nThese are low hills, inhabited by numerous tribal groups practisingJhum cultivation Most of these ranges are separated from each other by numerous small rivers. The Barak is an important river in Manipur and Mizoram.\nThe physiography of Manipur is unique by the presence of a large lake known as Loktak lake at the centre, surrounded by mountains from all sides. Mizoram which is also known as the Molassisbasin which is made up of soft unconsolidated deposits. Most of the rivers in Nagaland form the tributary of the Brahmaputra. While two rivers of Mizoram and Manipur are the tributaries of the Barak River, which in turn is the tributary of Meghna; the rivers in the eastern part of Manipur are the tributaries of Chindwin, which in turn is a tributary of the Irrawady of Myanmar",,,
,9,"Consider the following statements:\n1. The Western and Eastern Ghtats meet at Nilgiri Hills.\n2. Eastern Ghats are highly eroded due to the east flowing rivers.\n3. No Peninsular river originates in the Western Ghats.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 11 -  – Book Name – India Physical Environment – Page No. 16.\nExplanation:\n Western Ghats are locally known by different names such as Sahyadri in Maharashtra, Nilgiri hills in Karnataka and Tamil Nadu and Anaimalai hills and Cardamom hills in Kerala. Western Ghats are comparatively higher in elevation and more continuous than the Eastern Ghats. Their average elevation is about 1,500 m with the height increasing from north to south.\n'Anaimudi (2,695 m), the highest peak of Peninsular plateau is located on the Anaimalai hills of the Western Ghats followed by Dodabetta (2,637 m) on the Nilgiri hills. Most of the Peninsular rivers have their origin in the Western Ghats. Eastern Ghats comprising the discontinuous and low hills are highly eroded by the rivers such as the Mahanadi, the Godavari, the Krishna, the Kaveri, etc. Some of the important ranges include the Javadi hills, the Palconda range, the Nallamala hills, the Mahendragiri hills, etc. The Eastern and the Western Ghats meet each other at the Nilgiri hills.",,,
,9,"The Meghalaya plateau is said to be rich in mineral resources. Which of the following can be found there?\n1. Uranium\n2. Limestone\n3. Iron ore\n4. Coal\nSelect the correct answer using the code given below","1 and 2 only","2, 3 and 4 only","1, 3 and 4 only","1, 2, 3 and 4 only",D,"Class – 11 -  – Book Name – India Physical Environment – Page No. 17.\nExplanation:\n The Meghalaya and KarbiAnglong plateau stand detached from the main Peninsular Block. The Meghalaya plateau is further sub-divided into three: (i) The Garo Hills; (ii) The Khasi Hills; (iii) The JaintiaHills,named after the tribal groups inhabiting this region. An extension of this is also seen in the KarbiAnglong hills of Assam. Similar to the Chotanagpur plateau, the Meghalaya plateau is also rich in mineral resources like coal, iron ore, sillimanite, limestone and uranium. This area receives maximum rainfall from the south west monsoon. As a result, the Meghalaya plateau has a highly eroded surface. Cherrapunji displays a bare rocky surface devoid of any permanent vegetation cover.",,,
,9,"Which of the following correctly points out the difference between a watershed and a river basin?\n1. Watersheds are small in area while the basins cover larger areas.\n2. The catchments of large rivers are called river basins while those of smallrivulets and rills are often referred to as watersheds.\n3. Unlike Watershed, what happens in one part of the river basin does not affect the basin as a whole. \nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 11 -  – Book Name – India Physical Environment – Page No. 23.\nExplanation:\n A river drains the water collected from a specific area, which is called its catchment area.\nAn area drained by a river and its tributaries is called a drainage basin. The boundary line separating one drainage basin from the other is known as the watershed. The catchments of large rivers are called river basins while those of small rivulets and rills are often referred to as watersheds. There is, however, a slight difference between a river basin and a watershed. Watersheds are small in area while the basins cover larger areas. River basins and watersheds are marked by unity. What happens in one part of the basin or watershed directly affects the other parts and the unit as a whole. That is why, they are accepted as the most appropriate micro, meso or macro planning regions.",,,
,9,"The Brahmaputra is well-known for floods, channel shifting and bank erosion. Why?\n1. Most of its tributaries are large.\n2. Tributaries bring large quantity of sediments in Brahmputra.\n3. Heavy rainfall in its catchment area.\nSelect the correct answe using the code given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 11 -  – Book Name – India Physical Environment – Page No. 26.\nExplanation:\n The Brahmaputra receives numerous tributaries in its 750 km long journey through the Assam valley. Its major left bank tributaries are the BurhiDihing, Dhansari (South) and Kalang whereas the important right bank tributaries are the Subansiri, Kameng, Manas and Sankosh. The Subansiri which has its origin in Tibet, is an antecedent river. The Brahmaputra enters into Bangladesh near Dhubri and flows southward. In Bangladesh, the Tista joins it on its right bank from where the river is known as the Yamuna. It finally merges with the river Padma, which falls in the Bay of Bengal.\nThe Brahmaputra is well-known for floods, channel shifting and bank erosion. This is due to the fact that most of its tributaries are large, and bring large quantity of sediments owing to heavy rainfall in its catchment area.",,,
,9,"Consider the following statements regarding Peninsular Drainage System:\n1. The Peninsular drainage system is older than the Himalayan one.\n2. The Western Ghats act as the water divide between the major Peninsular Rivers.\n3. Most of the major Peninsular rivers except from east to west.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 11 -  – Book Name – India Physical Environment – Page No. 27.\nExplanation:\nThe Peninsular drainage system is older than the Himalayan one. This is evident from the broad, largely-graded shallow valleys, and the maturity of the rivers. The Western Ghats running close to the western coast act as the water divide between the major Peninsular rivers, discharging their water in the Bay of Bengal and as small rivulets joining the Arabian Sea. Most of the major Peninsular rivers except Narmada and Tapi flow from west to east. The Chambal, the Sind, the Betwa, the Ken, the Son, originating in the northern part of the Peninsula belong to the Ganga river system. The other major river systems of the peninsular drainage are – the Mahanadi the Godavari, the Krishna and the Kaveri.",,,
,9,"Peninsular rivers are characterised by fixed course, absence of meanders and non-perennial flow of water. What can be the factors behind it?\n1. Hard rocks in the Peninsular region\n2. Steep slopes in the Peninsular region\n3. Short course of the Peninsular rivers\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 11 -  – Book Name – India Physical Environment – Page No. 29.\nExplanation:\n Hard rocks, steep slope and short course mean the sedimentation will be less. So rivers will not be able to change courses. Moreover, hard rocks do not allow bank erosion. With the steep slopes besides, there will be no meandering. So ox-bow lakes cannot be formed too. So no possibility of shifting courses.",,,
,9,"Consider the following statements regarding Break in monsoon:\n1.In northern India rains are likely to fail if the rain-bearing storms are not very frequent along the monsoon trough or the ITCZ over this region.\n2.Over the west coast the dry spells are associated with days when winds blow perpendicular to the coast.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"Class – 11 -  – Book Name – India Physical Environment – Page No. 40.\nExplanation:\nBreak in the Monsoon During the south-west monsoon period afterhaving rains for a few days, if rain fails to occurfor one or more weeks, it is known as break inthe monsoon. These dry spells are quitecommon during the rainy season. Thesebreaks in the different regions are due todifferent reasons:\n(i) In northern India rains are likely to fail ifthe rain-bearing storms are not veryfrequent along the monsoon trough orthe ITCZ over this region.\n(ii) Over the west coast the dry spells areassociated with days when winds blowparallel to the coast.",,,
,9,"Consider the following statements regarding Tropical cyclones:\n1.The easterly jet stream steers the tropical depressions into India.\n2.These depressions play a significant role in the distribution of monsoon rainfall over the Indian subcontinent\n3.The tracks of these depressions are the areas of highest rainfall in India.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 11 -  – Book Name – India Physical Environment – Page No. 37.\nExplanation:\n The easterly jet stream steers the tropical depressions into India. These depressions play a significant role in the distribution of monsoon rainfall over the Indian subcontinent. The tracks of these depressions are the areas of highest rainfall in India. The frequency at which these depressions visit India, their direction and intensity, all go a long way in determining the rainfall pattern during the southwest monsoon period.",,,
,9,"Which of the following can be categorized as wetlands?\n1. Gulf of Kachchh\n2. Floodplains of the Brahmaputra\n3. Mangrove areas in Andaman and Nicobar Islands\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 11 -  – Book Name – India Physical Environment – Page No. 60.\nExplanation:\n The country‘s wetlands have been grouped into eight categories, viz. (i) the reservoirs of the Deccan Plateau in the south together with the lagoons and other wetlands of the southern west coast; (ii) the vast saline expanses of Rajasthan, Gujarat and the Gulf of Kachchh; (iii) freshwater lakes and reservoirs from Gujarat eastwards through Rajasthan (Keoladeo National Park) and Madhya Pradesh; (iv) the delta wetlands and lagoons of India‘s east coast (Chilika Lake); (v) the freshwater marshes of the Gangetic Plain; (vi) the floodplains of the Brahmaputra; the marshes and swamps in the hills of northeast India and the Himalayan foothills; (vii) the lakes and rivers of the montane region of Kashmir and Ladakh; and (viii) the mangrove forest and other wetlands of the island arcs of the Andaman and Nicobar Islands.",,,
,9,"Which of the following show the difference between Notified Forest Area and Actual Forest Cover?\n1. Forest Area covers all areas notified as forest irrespective of whether canopy is present or not.\n2. Forest Area is based on the records of the government, while actual forest cover is based on aerial photography and satellite imageries.\nSelect the incorrect answer using the code given below",1 only,2 only,Both 1 and 2,Neither 1 nor 2,D,"Class – 11 -  – Book Name – India Physical Environment – Page No. 61.\nExplanation:\n According to state records, the forest area covers 23.28 per cent of the total land area of the country. It is important to note that the forest area and the actual forest cover are not the same. The forest area is the area notified and recorded as the forest land irrespective of the existence of trees, while the actual forest cover isthe area occupied by forests with canopy. The former is based on the records of the State Revenue Department, while the latter is based on aerial photographs and satellite imageries. In 2001, the actual forest cover was only 20.55 per cent. Of the forest cover, the share of dense and open forests was 12.60 per cent and 7.87 per cent respectively. Both forest area and forest cover vary from state to state. Lakshadweep has zero per cent forest area; Andaman and Nicobar Islands have 86.93 per cent. Most of the states with less than 10 per cent of the forest area lie in the north and north-western part of the country. These are Rajasthan, Gujarat, Punjab, Haryana and Delhi.",,,
,9,"As per the government, which of the following are considered as part of Social forestry?\n1. Urban Forestry\n2. Farm Forestry\n3. Rural forestry\n4. Agro-forestry\nSelect the correct answer using the codes given below","1, 2 and 3 only",2 and 4 only,"1, 3 and 4 only","1, 2, 3 and 4",C,"Class – 11 -  – Book Name – India Physical Environment – Page No. 62.\nExplanation:\n Farm forestry is a term applied to the process under which farmers grow trees for commercial and non- commercial purposes on their farm lands. It wouldn’t come under social forestry.",,,
,9,"Consider the following statements regarding Gulf of Mannar:\n1. It is part of the UNESCO World Network of Biosphere reserves.\n2. The Globally endangered Sea cow is found here.\n3. It contains mangrove species that are endemic to peninsular India.\nWhich of the statements given above is/are correct?",1 and 2  only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 11 -  – Book Name – India Physical Environment – Page No. 66.\nExplanation:\n The Gulf of Mannar Biosphere Reserve covers an area of 105,000 hectares on the southeast coast of India. It is one of the world‘s richest regions from a marine biodiversity perspective. The biosphere reserve comprises 21 islands with estuaries, beaches, forests of the nearshore environment, sea grasses, coral reefs, salt marshes and mangroves. Among the Gulf‘s 3,600 plant and animal species are the globally endangered sea cow (Dugong dugon) and six mangrove species, endemic to Peninsular India.",,,
,9,"Black Soil is found in which of the states in India?\n1. Gujarat\n2. Madhya Pradesh\n3. Uttar Pradesh\nSelect the correct answer using the code given below",1 and 2 only,2 and 3 only,1 and 3 only,Black soil is found in all the above mentioned states,A,"Black soil covers most of the Deccan Plateau which includes parts of Maharashtra, Madhya Pradesh, Gujarat, Andhra Pradesh and some parts of Tamil Nadu. In the upper reaches of the Godavari and the Krishna, and the north western part of the Deccan Plateau, the black soil is very deep. These soils are also known as the Regur Soil or the Black Cotton Soil.",,,
,9,"Which of the following factors are responsible for the formation of saline soils?\n1. Seawater intrusions in the deltas\n2. Low irrigation\n3. Deposition of salt particles brought by South-West Monsoon in a crust.\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",C,"Class – 11 -  – Book Name – India Physical Environment – Page No. 72.\nExplanation:\n Saline soils contain a larger proportion of sodium, potassium and magnesium, and thus, they are infertile, and do not support any vegetative growth. They have more salts, largely because of dry climate and poor drainage.\n They occur in arid and semi-arid regions, and in waterlogged and swampy areas. Their structure ranges from sandy to loamy. They lack in nitrogen and calcium. Saline soils are more widespread in western Gujarat, deltas of the eastern coast and in Sunderban areas of West Bengal.\nIn the Rann of Kuchchh, the Southwest Monsoon brings salt particles and deposits there as a crust. Seawater intrusions in the deltas promote the occurrence of saline soils. In the areas of intensive cultivation with excessive use of irrigation, especially in areas of green revolution, the fertile alluvial soils are becoming saline.\nExcessive irrigation with dry climatic conditions promotes capillary action, which results in the deposition of salt on the top layer of the soil. In such areas, especially in Punjab and Haryana, farmers are advised to add gypsum to solve the problem of salinity in the soil.",,,
,9,"Consider the following statements:\n1.Indian plateis being constantly obstructed by the Eurasian plate from the north.\n2. Excessive accumulation of energy results in building up of stress, which ultimately leads to the breaking up of the lock and the sudden release of energy causes earthquake.\n3. The plate movement produces high risk zone of earth quake in peninsular plateau.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 11 -  – Book Name – India Physical Environment – Page No. 80.\nExplanation:\n The Indian plate is moving at a speed of one centimetre per year towards the north and northeastern direction and this movement of plates is being constantly obstructed by then Eurasian plate from the north. As a result of this, both the plates are said to be locked with each other resulting in accumulation of energy at different points of time. Excessive accumulation of energy results in building up of stress, which ultimately leads to the breaking up of the lock and the sudden release of energy causesearthquakes along the Himalayan arch. Some of the most vulnerable states are Jammu and Kashmir, Himachal Pradesh, Uttarakhand, Sikkim, and the Darjiling and subdivision of West Bengal and all the seven states of the northeast.",,,
,9,"Which of the following courts in India can issues writs for the enforcement of fundamental rights?\n1. Supreme Court\n2. High Court\n3. Specially constituted courts\nSelect the correct answer using the code given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 11 -  – Book Name – Indian Constitution at work – Page No. 41.\nExplanation:\n Right to constitutional remedies is the means through which this is to be achieved. Dr. Ambedkar considered the right to constitutional remedies as heart and soul of the constitution. It is so because this right gives a citizen the right to approach a High Court or the Supreme Court to get any of the fundamental rights restored in case of their violation. The Supreme Court and the High Courts can issue orders and give directives to the government for the enforcement of rights.\nAny other court, if specified by the Parliament can issue writs.",,,
,9,"Even though the DPSP is non-justiciable, it carries a lot of moral authority. Consider the following statements:\n1. Parliament cannot make any law that is inconsistent with the DPSP.\n2. Parliament cannot make any law that is based on any principle outside that of DPSP.\n3. The Supreme Court can review laws in the backdrop of DPSP and allow them even if they violate some specific fundamental rights.\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,1 and 3 only,3 only,D,"Class – 11 -  – Book Name – Indian Constitution at work – Page No. 47.\nExplanation:\n Read the section in Chap2 of the book - RELATIONSHIP BETWEEN FUNDAMENTAL RIGHTS AND DIRECTIVE PRINCIPLES",,,
,9,"In India, the system of Proportional representation is followed in the election for the\n1. Rajya Sabha\n2. President\n3. Vice-President\n4. State Legislative Council\nSelect the correct answer using the codes given below","1 and 2 only","1, 2 and 3 only","1, 2, 3 and 4","3 and 4 only",C,"Class – 11 -  – Book Name – Indian Constitution at work – Page No. 57.\nExplanation:\n Each party fills its quota of seats by picking those many of its nominees from a preference list that has been declared before the elections. This system of elections is called the Proportional Representation (PR) system. In this system a party gets the same proportion of seats as its proportion of votes.\nIn the PR system there could be two variations. In some countries, like Israel or Netherlands, the entire country is treated as one constituency and seats are allocated to each party according to its share of votes in the national election. The other method is when the country is divided into several multi-member constituencies as in Argentina and Portugal. Each party prepares a list of candidates for each constituency, depending on how many have to be elected from that constituency. In both these variations, voters exercise their preference for a party and not a candidate. The seats in a constituency are distributed on the basis of votes polled by a party. Thus, representatives from a constituency, would and do belong to different parties. In India, we have adopted PR system on a limited scale for indirect elections.\nThe Constitution prescribes a third and complex variation of the PR system for the election of President, Vice President, and for the election to the Rajya Sabha and VidhanParishads.",,,
,9,"Which of the following make the Indian constitution acceptable, legitimate and authoritative?\n1. Citizens of India participated directly or indirectly by way of notes, debates, suggestions in the constituent assembly.\n2. The Constituent assembly was not entirely nominated by the British.\n3. The Constitution was adopted after a referendum.\nSelect the correct answer using the code given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 11 -  – Book Name – Indian Constitution at work – Page No. 12.\nExplanation:\n The Constitution drew enormous legitimacy from the fact that it was drawn up by people who enjoyed immense public credibility, who had the capacity to negotiate and command the respect of a wide cross-section of society, and who were able to convince the people that the constitution was not an instrument for the aggrandisement of their personal power. The final document reflected the broad national consensus at the time.\nSome countries have subjected their constitution to a full-fledged referendum, where all the people vote on the desirability of a constitution. The Indian Constitution was never subject to such a referendum, but nevertheless carried enormous public authority, because it had the consensus and backing of leaders who were themselves popular. Although the Constitution itself was not subjected to a referendum, the people adopted it as their own by abiding by its provisions. Therefore, the authority of people who enact the constitution helps determine in part its prospects for success.",,,
,9,"Consider the following statements regarding Constituent Assembly (CA):\n1. Each Province and each Princely State or group of States were allotted seats proportional to their respective population.\n2. Seats in each province (that elected the CA) were divided proportionally between major communities like Muslims, Sikhs etc.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"Class – 11 -  – Book Name – Indian Constitution at work – Page No. 15.\nExplanation:\n The Constituent Assembly was composed roughly along the lines suggested by the plan proposed by the committee of the British cabinet, known as the Cabinet Mission. According to this plan:Each Province and each Princely State or group of States were allotted seats proportional to their respective population roughly in the ratio of 1:10,00,000. As a result, the Provinces (that were under direct British rule) were to elect 292 members while the Princely States were allotted a minimum of 93 seats. The seats in each Province were distributed among the three main communities, Muslims, Sikhs and general, in proportion to their respective populations.Members of each community in the Provisional Legislative Assembly elected their own representatives by the method of proportional representation with single transferable vote.The method of selection in the case of representatives of Princely States was to be determined by consultation.",,,
,9,"Consider the following pairs regarding features that are borrowed from constitutions of other nations.\n1. Quasi-federal form of government – Canada\n2. Charter of Fundamental Rights – UK constitution\n3. Directive Principles of State Policy – German Constitution\nWhich of the pairs given above is/are correctly matched?",1 and 2 only,2 and 3 only,1 and 3 only,1 only,D,"Class – 11 -  – Book Name – Indian Constitution at work – Page No. 22.\nExplanation:\nRefer the figure in Page no. 22",,,
