question_id,test_id,Questions,OptionA,OptionB,OptionC,OptionD,Answer,Explanation,paragraph,image,explanationImage
,6,"Consider the following about Hill stations developed during British period\n1. Hill stations became strategic places for billeting troops, guarding frontiers and launching campaigns against enemy rulers.\n2. It became a practice for viceroys to move to hill stations during the summer months.\n3. Hill stations  remained exclusive racial enclaves for Europeans in India.\nWhich of the statements given above is/are correct?",2 and 3 only,1 and 3 only,1 and 2 only,"1, 2 and 3",C,"Class – 12-  – Book Name – Themes in Indian History-3– Page No.328\nExplanation:\nHill stations were a distinctive feature of colonial urban development. The founding and settling of hill stations was initially connected with the needs of the British army. Simla (present-day Shimla) was founded during the course of the Gurkha War (1815-16); the Anglo-Maratha War of 1818 led to British interest in Mount Abu; and Darjeeling was wrested from the rulers of Sikkim in 1835. Hill stations became strategic places for billeting troops, guarding frontiers and launching campaigns against enemy rulers\nBecause the hill stations approximated the cold climates of Europe, they became an attractive destination for the new rulers. It became a practice for viceroys to move to hill stations during the summer months. In 1864 the Viceroy John Lawrence officially moved his council to Simla, setting seal to the practice of shifting capitals during the hot season. Simla also became the official residence of the commander-in-chief of the Indian army.\nHill stations were important for the colonial economy. With the setting up of tea and coffee plantations in the adjoining areas, an influx of immigrant labour from the plains began. This meant that hill stations no longer remained exclusive racial enclaves for Europeans in India.",,,
,6,"Consider the following statements regarding events that took place after Gandhiji returned from South Africa:\n1. On Gokhale‘s advice, Gandhiji spent a year travelling around British Indiagetting to know the land and its peoples\n2. His first major public appearance was at the opening of the Banaras Hindu University (BHU) in February 1916\nWhich of the above statements is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"Class – 12 – Book Name – Themes in Indian History-3– Page No. 347.\nExplanation:\nOn Gokhale‘s advice, Gandhiji spent a year travelling around British India, getting to know the land and its peoples. His first major public appearance was at the opening of the Banaras Hindu University (BHU) in February 1916. Among the invitees to this event were the princes and philanthropists whose donations had contributed to the founding of the BHU. Also present were important leaders of the Congress, such as Annie Besant. Compared to these dignitaries, Gandhiji was relatively unknown. He had been invited on account of his work in South Africa, rather than his status within India. When his turn came to speak, Gandhiji charged the Indian elite with a lack of concern for the labouring poor.",,,
,6,"Consider the following statements regarding Non- cooperation movement by Gandhi\n1. It made Gandhiji a truly national leader\n2. It coupled with Khilafat movement could collectively bring an end to colonial rule\n3. Indians who wished colonialism to end were asked to stop attending schools, colleges and law courts, and not pay taxes.\nWhich of the statements given above is/are correct?",2 and 3 Only,1 and 3 Only,1 and 2 Only,"1, 2 and 3",A,"Class – 12-  – Book Name – Themes in Indian History-3– Page No.350\nExplanation:\nIt was the Rowlatt satyagraha that made Gandhiji a truly national leader. Emboldened by its success, Gandhiji called for a campaign of 'non-cooperation' with British rule. Indians who wished colonialism to end were asked to stop attending schools, colleges and law courts, and not pay taxes. In sum, they were asked to adhere to a 'renunciation of (all) voluntary association with the (British) Government'. If noncooperation was effectively carried out, said Gandhiji India would win swaraj within a year. To further broaden the struggle he had joined hands with the Khilafat Movement that sought to restore the Caliphate, a symbol of Pan-Islamism which had recently been abolished by the Turkish ruler Kemal Attaturk",,,
,6,"Which of the struggle were directly related to peasants carried out by Gandhi?\n1. Champaransatyagraha\n2. Ahmedabad strike\n3. Kheda\nSelect the correct answer using the code given below",2 and 3 only,3 and 1 only,1 and 2 only,"1, 2 and 3",B,"Class – 12-  – Book Name – Themes in Indian History-3– Page No.349\nExplanation:\n Mahatma Gandhi was to spend much of 1917 in Champaran, seeking to obtain for the peasants security of tenure as well as the freedom to cultivate the crops of their choice. The following year, 1918, Gandhiji was involved in two campaigns in his home state of Gujarat. First, he intervened in a labour dispute in Ahmedabad, demanding better working conditions for the textile mill workers. Then he joined peasants in Kheda in asking the state for the remission of taxes following the failure of their harvest",,,
,6,"Consider the following statements regarding Lahore session of congress in 1929.\n1. It was presided over by Motilal Nehru\n2. It proclaimed of commitment to 'PurnaSwaraj', orcomplete independence\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,B,"Class – 12-  Book Name – Themes in Indian History-3– Page No. 355\nExplanation:\nIn the end of December 1929, the Congress held its annual session in the city of Lahore. The meeting was significant for two things: the election of Jawaharlal Nehru as President, signifying the passing of the baton of leadership to the younger generation; and the proclamation of commitment to 'PurnaSwaraj', or complete independence. Now the pace of politics pickedup once more. On 26 January 1930, 'Independence Day' was observed, with the national flag being hoisted in different venues, and patriotic songs being sung. Gandhiji himself issued precise instructions as to how the day should be observed. 'It would be good,' he said, 'if the declaration [of Independence] is made by whole villages, whole cities even ... It would be well if all the meetings were held at the identical minute in all the places.'",,,
,6,"Order the following events in the chronological event\n1. Non cooperation\n2. Second Roundtable conference\n 3. Civil disobdeince\n4. Gandhi Irwin pact\nChoose the correct order",1 – 2 – 3 - 4,1 – 3 – 4 - 2,1 – 4 – 2 - 3,4 – 2 – 3 - 1,B,"Class – 12 – Book Name – Themes in Indian History-3– Page No. 360\nExplanation:\nTo that end, the British government convened a series of “Round Table Conferences” in London. The first meeting was held in November 1930, but without the pre-eminent political leader in India, thus rendering it an exercise in futility. Gandhiji was released from jail in January 1931 and the following month had several long meetings with the Viceroy. These culminated in what was called the “Gandhi-Irwin Pact’, by the terms of which civil disobedience would be called off, all prisoners released, and salt manufacture allowed along the coast. The pact was criticised by radical nationalists, for Gandhiji was unable to obtain from the Viceroy a commitment to political independence for Indians; he could obtain merely an assurance of talks towards that possible end. A second Round Table Conference was held in London in the latter part of 1931.",,,
,6,"Consider the following statements about Quit India movement 1942.\n1. It was launched after the failure of cripps mission\n2. In several districts, such as Satara in the west and Medinipur in the east, “independent” governments were proclaimed\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"Class – 12 – Book Name – Themes in Indian History-3– Page No. 363\nExplanation:\n After the failure of the Cripps Mission, Mahatma Gandhi decided to launch his third major movement against British rule. This was the 'Quit India' campaign, which began in August 1942. Although Gandhiji was jailed at once, younger activists organised strikes and acts of sabotage all over the country. Particularly active in the underground resistance were socialist members of the Congress, such as Jayaprakash Narayan. In several districts, such as Satara in the west and Medinipur in the east, 'independent' governments were proclaimed. The British responded with much force, yet it took more than a year to suppress the rebellion.",,,
,6,"Consider the following statements regarding Lucknow pact of  December 1916:\n1. The pact provided a joint political platform for the Moderates, Extremists and the Muslim League\n2. Congress did not accept the Separate electorate.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"Class – 12 – Book Name – Themes in Indian History-3– Page No. 383\nExplanation:\nThe Lucknow Pact of December1916 was an understanding between the Congress and the Muslim League (controlled by the UP-based 'Young Party') whereby the Congress accepted separate electorates. The pact provided a joint political platform for the Moderates, Extremists and the Muslim League.",,,
,6,"Consider the following statements regarding provincial election of 1937:\n1. Only about 10 to 12 percent of the population enjoyed the right to vote.\n2. Congress got absolute majority in five out of eleven provinces and formed governments in seven of them.\n3. Muslim League got majority of reserved constituencies.\nWhich of the statements given above is/are correct?",2 and 3 only,1 and 3 only,1 and 2 only,"1, 2 and 3",C,"Class – 12 – Book Name – Themes in Indian History-3– Page No.385\nExplanation:\n In 1937, elections to the provincial legislatures were held for the first time. Only about 10 to 12 per cent of the population enjoyed the right to vote. The Congress did well in the elections, winning an absolute majority in five out of eleven provinces and forming governments in seven of them. It did badly in the constituencies reserved for Muslims, but the Muslim League also fared poorly, polling only 4.4 per cent of the total Muslim vote cast in this election. The League failed to win a single seat in the North West Frontier Province (NWFP) and could capture only two out of 84 reserved constituencies in the Punjab and three out of 33 in Sind.",,,
,6,"Consider the following statemetns regarding Hindu Mahasabha:\n1. Founded in 1925, aimed to unite Hindu society by encouraging the Hindus to transcend the divisions of caste and sect.\n2. Congress members were not allowed to join from genesis of sabha.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,D,"Class – 12 – Book Name – Themes in Indian History-3– Page No. 385 and 386\nExplanation:\n Founded in 1915, the Hindu Mahasabha was a Hindu party that remained confined to North India. It aimed to unite Hindu society by encouraging the Hindus to transcend the divisions of caste and sect. It sought to define Hindu identity in opposition to Muslim identity\n Congressmen were active in the Hindu Mahasabha– at least in the Central Provinces (present-day Madhya Pradesh). Only in December 1938 did the Congress Working Committee declare that Congress members could not be members of the Mahasabha",,,
,6,"Consider the following statements regarding Partition of India:\n1. In 1940 a resolution was moved demanding independent Pakistan\n2. In august 1946 It decides on Direct action for winning Pakistan\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,B,"Class – 12-  – Book Name – Themes in Indian History-3– Page No. 403\nExplanation:\n On 23 March 1940, the League moved a resolution demanding a measure of autonomy for the Muslim majority areas of the subcontinent. This ambiguous resolution never mentioned partition or Pakistan.",,,
,6,"Consider the following statements regarding Cabinet mission in 1946:\n1. It recommended united India\n2. It also recommended strong central government.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A," Class – 12 – Book Name – Themes in Indian History-3– Page No. 389\nExplanation:\nIn March 1946 the British Cabinet sent a three member mission to Delhi to examine the League’s demand and to suggest a suitable political frame work for a free India. The Cabinet Mission toured the country for three months and recommended a loose three-tier confederation. India was to remain united. It was to have a weak central government controlling only foreign affairs, defence and communications with the existing provincial assemblies being grouped into three sections while electing the constituent assembly: Section A for the Hindu majority provinces, and Sections B and C for the Muslim-majority provinces of the north-west and the north-east (including Assam) respectively.",,,
,6,"Consider the following statements:\n1. The members of the Constituent Assembly were elected on the basis of universal franchise\n2. The Constituent Assembly was dominated by one party: the Congres\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,B,"Class – 12 – Book Name – Themes in Indian History-3– Page No. 407\nExplanation:\n The members of the Constituent Assembly were not elected on the basis of universal franchise. In the winter of 1945-46 provincial elections were held in India. The Provincial Legislatures then chose the representatives to the Constituent Assembly. The Constituent Assembly that came into being was dominated by one party: the Congress",,,
,6,"Consider the following statements:\n1. On 13 December 1946, Jawaharlal Nehru introduced the 'Objectives Resolution' in the Constituent Assembly.\n2. It proclaimed India to be an 'Independent Sovereign Socialist secular Republic'.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"Class – 12-  – Book Name – Themes in Indian History-3– Page No. 411\nExplanation:\n On 13 December 1946, Jawaharlal Nehru introduced the 'Objectives Resolution' in the Constituent Assembly. It was a momentous resolution that outlined the defining ideals of the Constitution of Independent India, and provided the framework within which the work of constitution-making was to proceed. It proclaimed India to be an 'Independent Sovereign Republic', guaranteed its citizens justice, equality and freedom, and assured that adequate safeguards shall be provided for minorities, backward and tribal areas, and Depressed and Other Backward Classes",,,
,6,"Consider the following statements:\n1. Arya samaj is Hindu reform organization\n2. It was active in Bombay\n3. It sought to revive Vedic learning and combine it with modern education in the sciences.\nWhich of the statements given above is/are correct?",2 and 3 Only,1 and 3 Only,1 and 2 Only,"1, 2 and 3",B,"Class – 12-  – Book Name – Themes in Indian History-3– Page No.383\nExplanation:\n Arya Samaj-A North Indian Hindu reform organisation of the late nineteenth and early twentieth centuries, particularly active in the Punjab, which sought to revive Vedic learning and combine it with modern education in the sciences.",,,
,6,"Consider the following statements regarding Region Ladakh:\n1. It is a desert in mountains.\n2. The famous pashmina shawls are produced here.\n3. Local versions of the Tibetan national epic the Kesar Saga are        performed and sung by both Muslims and Buddhists here.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 6 – Book Name – Social and political life– Page No. 10.\nExplanation:\nLadakh is a desert in the mountains in the eastern part of Jammu and Kashmir. Very little agriculture is possible here since this region does not receive any rain and is covered in snow for a large part of the year. There are very few trees that can grow in the region. For drinking water, people depend on the melting snow during the summer months. So, people here keep sheep and the sheep in this region are special because they produce pashmina wool. This wool is prized and pashmina shawls cost a lot of money. The people in Ladakh carefully collect the wool of the sheep and sell this to traders from Kashmir. Pashmina shawls are chiefly woven in Kashmir.\nLadakh is also called Little Tibet. Islam was introduced in this region more than four hundred years ago and there is a significant Muslim population here. Ladakh has a very rich oral tradition of songs and poems. Local versions of the Tibetan national epic the Kesar Saga are performed and sung by both Muslims and Buddhists",,,
,6,"Consider the following statements regarding Panchayati raj:\n1. All the residents of the village are members of Gram Sabha.\n2. Panchayat is elected by the Gram Sabha.\n3. The Gram Panchayat is financially accountable to the Gram Sabha.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,2 only,B,"Class – 6 – Book Name – Social and political life– Page No. 46.\nExplanation:\nAnyone who has the right to vote and lives in the premises if a Panchayat is a member of the Gram Sabha. Panchayat is elected by it. The Sarpanch is usually elected by the Panchayat – it depends from state to state.\nThe Gram Sabha keeps a track of the work of Gram Panchayat and prevents misuse of money. Some of the works by Gram Panchayat has to be approved by the Gram Sabha",,,
,6,"Consider the following statements regarding caste system in India:\n1. Dalit is a term that people belonging to so called lower castes shows how social prejudices and discrimination\n2. They prefer this word to 'untouchable'.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"Class – 6 – Book Name – Social and political life– Page No. 19.\nExplanation:\nDalit is a term that people belonging to so called lower castes use to address themselves. They prefer this word to 'untouchable'. Dalit means those who have been 'broken'. This word according to Dalits shows how social prejudices and discrimination have 'broken' the Dalit people. The government refers to this group of people as Scheduled Castes (SC)",,,
,6,"Consider the following statements:\n1. All over Europe and USA, women and the poor have had to fight for participation in government.\n2. Women got right to vote in U.S and U.K just before First world war.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"Class – 6 – Book Name – Social and political life– Page No. 32.\nExplanation:\nThe suffragettes demanded the right to vote for all women and to get their demands heard they chained themselves to railings in public places. Many suffragettes were imprisoned and went on hunger strikes, and they had to be fed by force. American women got the right to vote in 1920 while women in the UK got to vote on the same terms as men some years later, in 1928.",,,
,6,"In rural administration, which of the following is/are usually the functions of lekhpal/patwari/ kanungo?\n1. Keeps record of the land in the village\n2. Keeps record of the crops grown in a particular area\n3. Collects land revenue from farmers.\nSelect the correct answer using the code given below",1 and 2 only,2 and 3 only,1 and 3 only,"1,2  and 3",D,"Class – 6-  – Book Name – Social and political life– Page No. 51.\nExplanation:\nHe provides all this information to the government thus keeping it up to date. He is supervised by senior bureaucrats in the revenue department. He is also under the control of District collector.",,,
,6,"Consider the following statements regarding connection with the Mid-day meal scheme?\n1. It was first started in Tamilnadu.\n2. It has adopted by other states after a Supreme Court order in 2001.\n3. It has helped decrease cases of malnutrition in India.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 7-  – Book Name – Social and political life– Page No. 11.\nExplanation:\n The Mid Day Meal Scheme is a programme of the Government of India designed to improve the nutritional status of school-age children nationwide. The programme supplies free lunches on working days for children in Primary and Upper Primary Classes in Government, Government Aided, Local Body, Education Guarantee Scheme, and Alternate Innovative Education Centres, Madarsa and Maqtabs supported under SarvaShikshaAbhiyan, and National Child Labour Project schools run by the Ministry of Labour. Serving 120,000,000 children in over 1,265,000 schools and Education Guarantee Scheme centres, it is the largest such programme in the world.\nIt has also helped fight caste prejudice in rural areas as all students eat together. It has generated kitchen employment for women and farmers.",,,
,6,"The role of government in maintaining public health is mandated/suggested in which of the following?\n1. Constitution of India.\n2. Government policies \n3. Parliamentary enactments \nSelect the correct answer using the code given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 7-  – Book Name – Social and political life– Page No. 20.\nExplanation:\nRefer to Role of the government in Health chapter in this book.\nThe role of government in maintaining public health is mandated in Consititution of India, Government Policies & Parliamentary Enactments.",,,
,6,"Consider the following statements\n1. Housework is invisible and unpaid work\n2. Housework is not physically demanding.\n3. Housework is time consuming.\nWhich of the statements given above is/are correct?",1 and 2  only,2 and 3  only,1 and 3  only,"1, 2 and 3",C,"Class – 7-  – Book Name – Social and political life– Page No. 48.\nExplanation:\n The work that women do within the home is not recognised as work. It is also assumed that this is something that comes naturally to women. It, therefore, does not have to be paid for. And society devalues this work.\n In fact, what we commonly term as housework actually involves many different tasks. A number of these tasks require heavy physical work. In both rural and urban areas women and girls have to fetch water.",,,
,6,"Women related laws concerning which of the following exist in India?\n1. Domestic violence\n2. Sexual harassment at workplace\nSelect the correct answer using the code given below",1 only,2 only,Neither 1 nor 2,Both 1 and 2,D,"Class – 7-  – Book Name – Social and political life– Page No. 64.\nExplanation:\n Campaigns to fight discrimination and violence against women are an important part of the women’s movement. Campaigns have also led to new laws being passed. A law was passed in 2006 to give women who face physical and mental violence within their homes, also called domestic violence, some legal protection. Similarly, efforts made by the women’s movement led the Supreme Court to formulate guidelines in 1997 to protect women against sexual harassment at the workplace and within educational institutions.",,,
,6,"Which of the following may possibly undermine the ability of media to be unbiased, fair and represent pluralistic points of view?\n1. Ownership by large and important corporate houses.\n2. Strict censorship imposed by the government\n3. Separation of ownership and editorial board of media houses\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 7-  – Book Name – Social and political life– Page No. 78.\nExplanation:\n The media decides what to focus on and in this way it ‘sets the agenda’. The government can, at times, prevent the media from publishing a story and this is called censorship. Nowadays, media’s close relationship with business often means that a balanced report is difficult to come by. Given this, it is important for us to be aware that the ‘factual information’ that a news report provides is often not complete and can be one-sided.",,,
,6,"Which of the following are the aspects of the Indian constitution?\n1. Separation of powers\n2. Federalism\n3. Fundamental Rights\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,1 and 3 only, "1, 2 and 3",D,"Class – 8-  – Book Name – Social and political life– Page No. 13.\nExplanation:\n Refer the chapter 1 Indian constitution in the above book.",,,
,6,"Which of the following can be considered valid under the Indian concept of Secularism? \n1. The state not promoting officially any peculiar religion.\n2. There is no discrimination at all by the state, whether legal,  administrative etc. among religions. \n3. The state does not intervene at all in matters of religion.\nSelect the correct answer using the code given below",1 and 2 only,2 and 3 only,1 and 3 only,1 only,D,"Class – 8-  – Book Name – Social and political life– Page No. 21-23.\nExplanation:\n The state does discriminate among religions. The intervention of the State can also be in the form of support. The Indian Constitution grants the right to religious communities to set up their own schools and colleges. They will be eligible for several incentives which Hindus may not get officially. Moreover, there is a different set of laws for almost every religion. Sardars are allowed to carry kirpans; and allowed not to wear helmet while driving. Normal citizens are not.\nThe state does intervene in religious affairs when it is necessary.  Banning untouchability in Hinduism can be  example",,,
,6,The Parliament consists of,Lok Sabha,Lok Sabha and Rajya Sabha,President, Lok Sabha and Rajya Sabha,President, Executive, Lok Sabha and Rajya Sabha,C,"Class – 8-  – Book Name – Social and political life– Page No. 36.\nExplanation:\n The Parliament in India consists of the President, the Rajya Sabha and the Lok Sabha.",,,
,6,"Consider the following statements:\n1. The Constitution of India does not recognise the right to water as being a part of the Right to Life under Article 21.\n2. Compared to wealthy localities, the poorer localities are under-serviced of water.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,B,"Class – 8-  – Book Name – Social and political life– Page No. 110-117.\nExplanation:\n Public facilities relate to our basic needs and the Indian Constitution recognises the right to water, heath, education etc as being a part of the Right to Life. Thus one of the major roles of the government is to ensure adequate public facilities for everyone. But, progress on this front has been far from satisfactory. There is a shortage in supply and there are inequalities in distribution. Compared to the metros and large cities, towns and villages are under-provided. Compared to wealthy localities, the poorer localities are under-serviced",,,
,6,"Consider the following statements\n1. In Subhash Kumar vs. State of Bihar (1991), the Supreme Court held that the Right to Life is a Fundamental Right under Article 21 of the Constitution\n2. It includes the right to the enjoyment of pollution-free water and air for full enjoyment of life.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"Class – 8-  – Book Name – Social and political life– Page No. 128.\nExplanation:\n The courts also gave a number of judgments upholding the right to a healthy environment as intrinsic to the Fundamental Right to Life. In Subhash Kumar vs. State of Bihar (1991), the Supreme Court held that the Right to Life is a Fundamental Right under Article 21 of the Constitution and it includes the right to the enjoyment of pollution-free water and air for full enjoyment of life. The government is responsible for setting up laws and procedures that can check pollution, clean rivers and introduce heavy fines for those who pollute.",,,
,6,"As per resource classification, which of the following can be the examples of potential resources?\n1. Uranium found in Ladakh\n2. High speed wind in Netherlands\n3. Dark soils of Deccan plateau\nSelect the correct answer using the code given below",1 and 2 only,2 and 3 only,1 and 3 only,1 only,A,"Class – 8-  – Book Name – Resources and Development– Page No. 2.\nExplanation:\n Actual resources are those resources whose quantity is known. These resources are being used in the present. The rich deposits of coal in Ruhr region of Germany and petroleum in the West Asia, the dark soils of the Deccan plateau in Maharashtra are all actual resources.\n Potential resources are those whose entire quantity may not be known and these are not being used at present. These resources could be used in the future. The level of technology we have at present may not be advanced enough to easily utilise these resources. The uranium found in Ladakh is an example of potential resource that could be used in the future. High speed winds were a potential resource two hundred years ago. Today they are an actual resource and wind farms generate energy using windmills like in Netherlands.",,,
,6,"The distribution of natural resources on Earth can be dependent on which of the following factors?\n1. Terrain\n2. Climate\n3. Altitude\nSelect the correct answer using the code given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 8-  – Book Name – Resources and Development– Page No. 3.\nExplanation:\n The distribution of natural resources depends upon number of physical factors like terrain, climate and altitude. The distribution of resources is unequal because these factors differ so much over the earth",,,
,6,"Which of the following are the methods of soil conservation?\n1. Mulching\n2. Contour ploughing\n3. Terrace farming\n4. Shelter belts\n5. Rock dam\nSelect the correct answer using the code given below","1, 2, 3 and 4 only","1, 2, 3 and 5 only","1 and 3 only","1, 2, 3, 4 and 5",D,"Class – 8-  – Book Name – Resources and Development– Page No. 14.\nExplanation:\nSome methods of soil conservation are\nMulching: The bare ground between plants is covered with a layer of organic matter like straw. It helps to retain soil moisture.\nContour barriers: Stones, grass, soil are used to build barriers along contours. Trenches are made in front of the barriers to collect water.\nRock dam: Rocks are piled up to slow down the flow of water. This prevents gullies and further soil loss.\nTerrace farming: These are made on the steep slopes so that flat surfaces are available to grow crops. They can reduce surface run-off and soil erosion .\nIntercropping: Different crops are grown in alternate rows and are sown at different times to protect the soil from rain wash.\nContour ploughing: Ploughing parallel to the contours of a hill slope to form a natural barrier for water to flow down the slope .\nShelter belts: In the coastal and dry regions, rows of trees are planted to check the wind movement to protect soil cover",,,
,6,"Which of the following have a bearing on the degradation of land resources?\n1. Deforestation\n2. Excessive use of chemical fertilizers\n3. Excessive use of chemical pesticides\n4. Overgrazing\nSelect the correct answer using the code given below","1, 2, 3 and 4","1,2 and 4 only","1 and 4 only","2 and 3 only",A,"Class – 8-  – Book Name – Resources and Development– Page No. 12.\nExplanation:\n Therefore, the present rate of degradation ofland resources must be checked. Afforestation, land reclamation, regulated use of chemical pesticide and fertilisers and checks on overgrazing are some of the common methods used to conserve land.",,,
,6,"Which of the following factors affect soil formation?\n1. Relief features\n2. Climate\n3. Parent rock\n4. Flora, fauna and microorganism\nSelect the correct answer using the code given below",2 and 3 only,"1 and 4 only","1, 2, 3 and 4","2, 3 and 4 only",C,"Class – 8-  – Book Name – Resources and Development– Page No. 13.\nExplanation:\n Refer the figure in page no. 13\nSoils are formed through the interaction of five major factors: time, climate, parent material, topography and relief, and organisms. The relative influence of each factor varies from place to place, but the combination of all five factors normally determines the kind of soil developing in any given place. ",,,
,6,"Consider the following statements regarding mulching – technique to conserve soil:\n1. In the technique, bare ground between plants is covered with a layer or organic matter\n2. Mulching helps retain soil moisture.\n3. It aggravates soil erosion.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 8-  – Book Name – Resources and Development– Page No. 14.\nExplanation:\n Some methods of soil conservation are Mulching: The bare ground between plants is covered with a layer of organic matter like straw. It helps to retain soil moisture.",,,
,6,Which of the following techniques for soil conservation is best used in coastal and dry areas to prevent soil erosion?,Sheltered belts,Terrace farming,Contour barriers,Contour ploughing,A,"Class – 8-  – Book Name – Resources and Development– Page No. 14.\nExplanation:\n Shelter belts: In the coastal and dry regions, rows of trees are planted to check the wind movement to protect soil cover",,,
,6,"Consider the following pairs of ores with the continent they are most abundant in or they are most produced in:\n1. Iron ore – Asia \n2. Bauxite – Australia\n3. Tin – Europe\nWhich of the pairs given above is/are correctly matched?",1 and 2 only,2 only ,1 and 3 only,"1, 2 and 3",B,"Class – 8 – Book Name – Resources and Development– Page No. 26, 27,28.\nExplanation:\n China and India have large iron ore deposits. The continent produces more than half of the world’s tin.\n Europe is the leading producer of iron-ore in the world\n Australia is the largest producer of bauxite in the world",,,
,6,"Consider the following statements:\n1. Black diamond is the rarest diamond\n2. The oldest rocks in the world are in Western Australia.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,B,"Class – 8 – Book Name – Resources and Development– Page No. 28.\nExplanation:\n A green diamond is the rarest diamond. The oldest rocks in the world are in Western Australia. They date from 4,300 million years ago, only 300 million years after the earth was formed.",,,
,6,"Consider the following statements:\n1. India is a leading producer and exporter of salt.\n2. There is no known Gold mine in India.\n3. Koderma district in Jharkhand state in India had the largest deposits of mica in the world.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",C,"Class – 8-  – Book Name – Resources and Development– Page No. 28.\nExplanation:\nRefer the distribution of mineral resources in India in page no. 28\nWith only three of its gold mines working (Hutti and Uti in Karnataka and the Hirabuddini mines in Jharkhand) and producing about 0.5% of the country's annual gold consumption, India's dependence on imports has increased",,,
,6,"Consider the following statements regarding Natural Gas:\n1. Natural gas is found with petroleum deposits\n2. It can be used as a domestic and industrial fuel.\n3. India is the leading producer of natural gas.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 8 – Book Name – Resources and Development– Page No. 32.\nExplanation:\n Natural gas is found with petroleum deposits and is released when crude oil is brought to the surface. It can be used as a domestic and industrial fuel. Russia, Norway, UK and the Netherlands are the major producers of natural gas.",,,
,6,"What are the advantages of Tidal energy?\n1. Non-polluting\n2. Easy to harness\n3. Inexhaustible\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",C,"Class – 8-  – Book Name – Resources and Development– Page No. 33.\nExplanation:\n Refer to figure nonconventional sources of energy in page no.33\nIt is difficult to harness because of  High initial cost.",,,
,6,"Which of the following can be included under 'Commercial farming'?\n1. Plantation agriculture\n2. Mixed farming\n3. Nomadic herding\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 8-  – Book Name – Resources and Development– Page No. 43.\nExplanation:\n In commercial farming crops are grown and animals are reared for sale in market. The area cultivated and the amount of capital used is large. Most of the work is done by machines. Commercial farming includes commercial grain farming, mixed farming and plantation agriculture.",,,
,6,Mixed farming is the technique of,Growing food and fodder crops and rearing livestock.,Growing more than one crops in the same field simultaneously.,Intercropping more than one crops in the same field in different seasons for achieving commercial sustainability of the farm,None of the above,A,"Class – 8-  – Book Name – Resources and Development– Page No. 43.\nExplanation:\n In mixed farming the land is used for growing food and fodder crops and rearing livestock.\nIt is practised in Europe, eastern USA, Argentina, southeast Australia, New Zealand and South Africa.",,,
