question_id,test_id,question,optionA,optionB,optionC,optionD,answer,explanation,paragraph,image,explanationImage
,7,"The author says that he owes much to",Speakers,Translators,Hearers ,Listeners,d,"I owe much to people who listened to me. ‘Hearers’ is a casual term. Hearing does not involve serious listening. ",,,
,7,"With the age old endeavor, financial services manage money ",with the purpose of creating a better financial conditions.  ,more effectively for individuals. ,for balancing the supply of money,to create more assets for the rich.,a,,"P. T. Barnum, the nineteenth-century showman and politician, once said that money is a great master but an excellent servant. He was only repeating what man had realised centuries before him. Indeed, the well-to-do had already started trying out ways to make wealth work for them. Today’s financial services industry, with its many products and services, is the result of this age-old endeavour.\nThe financial services industry manages money for individuals and corporations. It comprises such organisations as commercial and investment banks, insurance companies, hedge funds, credit-card companies, consumer finance firms, accounting agencies, and brokerage firms. The industry’s services are mainly related to banking and insurance services, asset management, investments, foreign exchange, and accounting.\nFinancial services form the lifeblood of economic growth and development. They facilitate the setting up of big and small businesses and the expansion of businesses. Employment and entrepreneurship created with the help of the services enable people to earn and save.\nFinancial services show the poor ways out of poverty and of leading better lives. To the wealthy, financial services offers opportunities to make money grow",,
,7,"According to the passage, it is significant that financial services  ",create a sustainable economic growth in the country. ,pave way for more investments in the country.,play a versatile role in enhancing the status of the people.,stop helping the rich.,c,,,,
,7,"It can be assumed from the passage ",Financial services have to reach out to the downtrodden to facilitate them to earn and save. ,Poor may not get benefitted much from the financial services. . ,Financial services would make adverse impacts in case they incur loss in their investments.,Financial services have no serious concerns in managing the funds of the poor,b,,,,
,7,"For a recuperating patient, the doctor recommended a diet containing 10% minerals and at least 30% protein. In how many different ways can we prepare this diet by mixing at least two ingredients?",one,two,three,four,a,"We want a diet with 10% minerals and at least 30% protien. The mixture of O and Q is suitable because both contain 10% minerals. In required proportion we can get 10% minerals and at least 30% proteins.\nSolution P and R contains minerals which are less than 10% and maximum mineral %age in any component is 10. So if we include P or R in any mixture, we can't get 10% mineral %age. \nSo only 1 solution of O and Q is possible.","Directions: Read the following information carefully and answer the questions that follow:\nA health-drink company’s R&D department is trying to make various diet formulations, which can be used for certain specific purposes. It is considering a choice of 5 alternative ingredients (O, P, Q, R, and S), which can be used in different proportions in the formulations.\nThe table below gives the composition of these ingredients. The cost per unit of each of these ingredients is O: 150, P: 50, Q: 200, R: 500, S: 100.",,
,7,"Which among the following is the formulation having the lowest cost per unit for a diet having 10% fat and at least 30% protein? The diet has to be formed by mixing two ingredients.",P and Q,P and S,P and R,Q and S,d,"Option A: P and Q in 4:1 ratio gives fat 10% but the protein is 22%\nOption B: P and S do not contain fat. Hence we wont analyse the option.\nOption C: P and R in 3:1 ratio gives fat 10% but the protein is 27.5%\nOption D: Q and S in 1:4 gives fat and protein as 10% and 46 %.\nCost of the mixture= [(1*200)+(4*100)]/5=120",,,
,7,"The company is planning to launch a balanced diet required for growth needs of adolescent children. This diet must contain at least 30% each of carbohydrate and protein, no more than 25% fat and at least 5% minerals. Which one of the following combinations of equally mixed ingredients is feasible?","O and S",R and S,P and S,"Q and R" ,a,"Two ingredients are mixed in equal proportion. So, the minimum amount of protein and carbohydrate should be 60 each, the minimum amount of minerals is 10 and the maximum amount of fat is 50. The combination of O and S satisfies this requirement.",,,
,7,"Which of the following professors could appear on a panel together?","G,L,O","G,J,M","K,I,M","N,I,J",d," Option (a) G, L, O – violates condition II\nOption (b) G, J, M – violates condition IV\nOption (c) K, I, M – violates condition I\nOption (d) N, I, J – complies with all the conditions","Directions: Read the following information carefully and answer the questions that follow:\nNine professors – G, H, I, J K, L, M, N and O are appear on a series of three panels. Each panel will consists of three professors and each professor will appear exactly once. The panel must be arranged according to the following conditions.\nI.	I and N must be on the same panel.\nII.	K and L must be on the same panel\nIII.	O and J cannot be on the same panel\nIV.	M must appear on the second panel\nV.	Either J or M or both must appear on the panel with H",,
,7,"Which of the following cannot be true?","I appears on 2nd panel","H appears on 3rd panel","O appears on 3rd panel","J appears on 1st panel and H appears on the 3rd",d,"Since, M must appear on the second panel (condition IV). J will have to appear along with H on 3rd panel. Therefore, both J and H cannot appear on different panels.",,,
,7,"The 3rd panel could consist of all the following except","K,L,O","K,L,J","G,H,J","G,I,J",d,"Combination of G, J and I violates conditions I, which requires the combination of I with N.",,,
,7,"All the following could be on the same panel as K, except",G,I,J,M,B,"If one of the panellists is K, other would be L as given in condition II, I cannot appear with K and L because I always appears with N (refer condition I) and there cannot be more than three panellists.",,,
,7,"According to the passage, philosophy or religion ",has no relevance with literature.,also contributes to literature.,does not look into social issues.,instructs readers directly,B,,"The connection between literature and life is intimate and vital. Literature is the expression of individual and social life and thought through language. While the subject matter and treatment must be such as are of general human interest, the expression must be emotive; the form must give aesthetic pleasure and satisfaction.\nLiterature must not be confounded with sociology, philosophy, religion or psychology, though these give substance and depth to literature. It may or may not impart knowledge or religious or moral instruction directly. Its theme may be social problem or political revolution or religious movement; but it may, with equal justification, be an individual's passion, problem or fantasy. But the object is not so much to teach as to delight.\nBooks are literature when they bring us into some relation with real life. Herein lies its power and universal appeal. While there are some who take perfection of form to be the chief pre-occupation of literature, many more are inclined to the view that the primary value of literature is its human significance. Literature must be woven out of the stuff of life as its mirror. Its value depends on the depth and breadth of the life that it paints. ",,
,7,"According to the author, the primary objective of literature ","is to indirectly teach religious principles." ,"is to reflect upon individual’s passion.","is to make the readers happy.,is to form social movements.",c,,,,
,7,"The term ‘aesthetic’ refers to ",Delight,Passion,Beauty,Admiration,c,,,,
,7,"The above passage is ",Narrative,Illustrative ,Antithetical,Paradoxical,b,,"Political scientists seem to be in a quandary. On the one hand, they make generalizations about politics and people in order to gain a broader understanding. On the other hand, political scientists do not want to rely on, or perpetuate, stereotypes. Finding a balance between these two is difficult. Scholars must carefully examine their use of language and data in an attempt to avoid stereotyping. Political culture changes over time, but these changes often happen slowly. People frequently become set in their ways and refuse to alter their attitudes on significant issues. Sometimes it can take generations for major shifts to occur in a nation’s political culture.\nOne example of the ways in which American political culture has been slow to change concerns the rights of minorities. The Voting Rights Act of 1965 authorized federal troops to supervise balloting in federal elections in the South in order to protect the voting rights of black Americans. Even though the bill passed forty years ago, many government officials fear that racial tensions in the South could still threaten the political freedoms of blacks, which is why Congress and President George W. Bush reauthorized the Voting Rights Act in 2006.",,
,7,"According to the passage, the political scientists are more anxious of  " ,"people’s reluctance to change.","stereotypical conclusions about the people’s attitude."," collecting suitable data for their study.","voting rights to minorities." ,b,,,,
,7,"Which one of the following idiom mirrors the situation in American Political culture? ",Bury hatchet,Bone of contention,Tip of the iceberg,Spill the beans,b,,,, 
