question_id,test_id,question,Option A,Option B,Option C,Option D,Answer,Explanation,paragrph,image,explanationImage
,10,"Consider the following statements:\n1. World Trade Organization(WTO) was formed as a permanent institution in 1948.\n2.WTO is the only international organization dealing with the global rules of trade between nations.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,B,"Class – 12 -  – Book Name – Fundamentals of Human Geography– Page No. 86.\nExplanation:\nIn1948, to liberalise the world from high customs tariffs and various other types of restrictions, General Agreement for Tariffs and Trade (GATT) was formed by some countries. In 1994, it was decided by the member countries to set up a permanent institution for looking after the promotion of free and fair trade amongst nation and the GATT was transformed into the World Trade Organisation from 1st January 1995. WTO is the only international organization dealing with the global rules of trade between nations.",,,
,10,"WTO does not cover which of the following areas of international trade?\n1. Intellectual Property Rights\n2. Trade in services\n3. Banking\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,3 only,All of the above are covered by WTO,D,"Class – 12 -  – Book Name – Fundamentals of Human Geography– Page No. 86.\nExplanation:\n It sets the rules for the global trading system and resolves disputes between its member nations. WTO also covers trade in services, such as telecommunication and banking, and others issues such as intellectual rights.",,,
,10,The practice of dumping concerning international trade refers to,discrimination meted out by the host country to the other investing (and trading) country,Very high duties imposed by the host country on the products of other countries,Foreign countries selling goods at unreasonably lower prices in international markets.,None of the above,C,"Class – 12 -  – Book Name – Fundamentals of Human Geography– Page No. 86.\nExplanation:\n The practice of selling a commodity in two countries at a price that differs for reasons not related to costs is called dumping.\nIn international trade, the export by a country or company of a product at a price that is lower in the foreign market than the price charged in the domestic market. As dumping usually involves substantial export volumes of the product, it often has the effect of endangering the financial viability of manufacturers or producers of the product in the importing nation.",,,
,10,"Which of the following components are included in WHO ‘s definition of a Healthy City?\n1. Meets the Basic Needs of All its inhabitants.\n2. Involves the Community in local government.\n3. Upgrading Energy use and alternative Transport systems.\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,None of the above,"1, 2 and 3",A,"Class – 12 -  – Book Name – Fundamentals of Human Geography– Page No. 100.\nExplanation:\nWorld Health Organisation (WHO) suggests that, among other things, a healthy city must have:\nA ‘Clean ‘and ‘Safe ‘environment.\nMeets the Basic Needs of All its inhabitants.\n Involves the Community in local government.\nProvides easily accessible Health service",,,
,10,"Consider the following statements regarding building materials of Rural settlement:\n1.In loess areas of China, building materials were mud bricks \n2.The Eskimos, in polar regions, use ice blocks to construct igloos.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,B,"Class – 12 -  – Book Name – Fundamentals of Human Geography– Page No. 93.\nExplanation:\nIn loess areas of China, cave dwellings were important and African Savanna’s building materials were mud bricks and the Eskimos, in polar regions, use ice blocks to construct igloos.",,,
,10,"In the post 1981 till present, the growth rate of country ‘s population though remained high, has started slowing down gradually possibly due to\n1. Increase in mean age of marriage\n2. Increased literacy of females in the country\n3. Increased international migration \nSelect the correct answer using the codes given below",1 and 2  only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 12 -  – Book Name – India people and Economy– Page No. 7.\nExplanation:\nPhase III (of demography of India): The decades 1951-1981 are referred to as the period of population explosion in India, which was caused by a rapid fall in the mortality rate but a high fertility rate of population in the country. The average annual growth rate was as high as 2.2 per cent. It is in this period, after the Independence, that developmental activities were introduced through a centralised planning process and economy started showing up ensuring the improvement of living condition of people at large.\nConsequently, there was a high natural increase and higher growth rate. Besides, increased international migration bringing inTibetans, Bangladeshis, Nepalies and even people from Pakistan contributed to the high growth rate.\nPhase IV: In the post 1981 till present, the growth rate of country ‘s population though remained high, has started slowing down gradually.\nA downward trend of crude birth rate is held responsible for such a population growth. This was, in turn, affected by an increase in the mean age at marriage, improved quality of life particularly education of females in the country.",,,
,10,"Population in rural areas of India has been affected by which of the following?\n1. Relative degree of Urbanization\n2. Lack of Public Health facilities in rural areas\n3. Extent of rural-urban migration\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 12 -  – Book Name – India people and Economy– Page No. 9.\nExplanation:\n A thorough examination of the pattern of distribution of rural population of India reveals that both at intra-State and inter- State levels, the relative degree of urbanisation and extent of rural-urban migration regulate the concentration of rural population.\nContrary to rural population, the proportion of urban population (27.8 per cent) in India is quite low but it is showing a much faster rate of growth over the decades. In fact, since 1931, the growth rate of urban population has accelerated due to enhanced economic development and improvement in health and hygienic conditions.",,,
,10,"Jain population concentration is high in which of the following states in India?\n1. Maharashtra\n2. Andhra pradesh\n3. Gujarat\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,1 and 3 only,It is high in all the above states.,C,"Class – 12 -  – Book Name – India people and Economy– Page No. 10.\nExplanation:\n Jains and Buddhists, the smallest religious groups in India have their concentration only in selected areas of the country.\nJains have major concentration in the urban areas of Rajasthan, Gujarat and Maharashtra, while the Buddhists are concentrated mostly in Maharashtra. The other areas of Buddhist majority are Sikkim, Arunachal Pradesh, Ladakh in Jammu & Kashmir, Tripura, and Lahul and Spiti in Himachal Pradesh.",,,
,10,"In which of the following states, the density of population is less than the National average?\n1. Madhya Pradesh\n2. Chattisgarh\n3. Kerala\n4. Haryana\nSelect the correct answer using codes given below","1, 2, 3 and 4",1 and 2 only,"1, 2 and 4 only","3 and 4 only",B,"Class – 12 -  – Book Name – India people and Economy– Page No. 4.\nExplanation:\nRefer to the map in page no. 4",,,
,10,"Consider the following statements regarding intra-state and inter-state migration in India:\n1. Females predominate the streams of short distance rural to rural migration in both types of migration.\n2. Men predominate the rural to urban stream of inter-state migration.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"Class – 12 -  – Book Name – India people and Economy– Page No. 19.\nExplanation:\n Migration of females is explained by marriage in the patriarchal setup of india. This is further proved by evidence and migration patterns.\nMigration of males from rural-urban is mostly due to economic reasons – in search of employment to feed their family.",,,
,10,"Which of the following is consequences of migration in India, either domestic or international?\n1. Remittances\n2. No Change in Social composition of regions\n3. Development of slums\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",C,"Class – 12 -  – Book Name – India people and Economy– Page No. 20.\nExplanation:\nConsequences of Migration \nMigration is a response to the uneven distribution of opportunities over space. People tend to move from place of low opportunity and low safety to the place of higher opportunity and better safety. This, in turn, creates both benefits and problems for the areas, people migrate from and migrate to. Consequences can be observed in economic, social, cultural, political and demographic terms.\nEconomic Consequences\nA major benefit for the source region is the remittance sent by migrants. Remittances from the international migrants are one of the major sources of foreign exchange. In 2002, India received US$ 11 billion as remittances from international migrants. Punjab, Kerala and Tamil Nadu receive very significant amount from their international migrants. The amount of remittances sent by the internal migrants is very meagre as compared to international migrants, but it plays an important role in the growth of economy of the source area.\nDemographic Consequences\nMigration leads to the redistribution of the population within a country. Rural urban migration is one of the important factors contributing to the population growth of cities.Age and skill selective out migration from the rural area have adverse effect on the rural demographic structure. However, high out migration from Uttaranchal, Rajasthan, Madhya Pradesh and Eastern Maharashtra have brought serious imbalances in age and sex composition in these states.\nSocial Consequences\nMigrants act as agents of social change. Thenew ideas related to new technologies, familyplanning, girl’s education, etc. get diffused from urban to rural areas through them.",,,
,10,"Which of the following states of India has/have the lesser female literacy rate than National Average?\n1.Rajasthan\n2.Bihar\n3. Kerala\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 12 -  – Book Name – India people and Economy– Page No. 27.\nExplanation:\nRefer the table in page no. 27",,,
,10,Which one of the following Union Territories of India has the highest literacy rate?,Lakshadweep ,Chandigarh ,Daman and Diu,Andaman and Nicobar Islands,A,"Class – 12 -  – Book Name – India people and Economy– Page No. 27.\nExplanation:\nRefer the table in page no. 27",,,
,10,"Consider the following statements:\n1. Fossil fuels are inorganic in origin.\n2. There is generally an inverse relationship between the quality and quantity of minerals.\n3. All minerals are exhaustible over time.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",B,"Class – 12 -  – Book Name – India people and Economy– Page No. 73.\nExplanation:\nNon-metallic minerals are either organic in origin such as fossil fuels also known as mineral fuels which are derived from the buried animal and plant life such as coal and petroleum. Other type of non-metallic minerals are inorganic in origin such as mica, limestone and graphite, etc.Minerals have certain characteristics. These are unevenly distributed over space. There is inverse relationship in quality and quantity of minerals i.e. good quality minerals are less in quantity as compared to low quality minerals. The third main characteristic is that all minerals are exhaustible over time. These take long to develop geologically and they cannot be replenished immediately at the time of need. Thus, they have to be conserved and not misused as they do not have the second crop.",,,
,10,"Coal reserves in India can be found in which of the following river valleys of India?\n1. Mahanadi\n2. Godavari\n3. Damodar\n4. Sone\nSelect the correct answer using the codes given below","1, 2, 3 and 4",2 and 3 only,"1, 2 and 3 only",1 and 4 only,A,"Class – 12 -  – Book Name – India people and Economy– Page No. 78.\nExplanation:\n About 80 per cent of the coal deposits in India is of bituminous type and is of non-coking grade. The most important Gondwana coal fields of India are located in Damodar Valley.Jharia is the largest coal field followed by Raniganj. The other river valleys associated with coal are Godavari, Mahanadi and Sone.",,,
,10,"Consider the following statements:\n1. Most of the mineral reserves in India occur to the west of a line joining Mangalore and Kanpur.\n2. The Himalayan belt has copper, lead, zinc, cobalt and tungsten\n3. Most of the metallic minerals in India occur in the Pennisular Plateau region in the old crystalline rocks.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",B,"Class – 12 -  – Book Name – India people and Economy– Page No. 74.\nExplanation:\n Most of the metallic minerals in India occur in the peninsular plateau region in the old rystalline rocks. Petroleum reserves are located in the sedimentary basins of Assam, Gujarat and Mumbai High i.e. off-shore region in the Arabian Sea. New reserves have been located in the Krishna-Godavari and Kaveri basins. Most of the major mineral resources occur to the east of a line linking Mangalore and Kanpur.\nThe Himalayan belt is another mineral belt where copper, lead, zinc, cobalt and tungsten are known to occur.",,,
,10,"Consider the following statements regarding land reporting area in India:\n1. Area under actual forest cover is greater than area classified as forest.\n2. There can be an increase in the forest cover of India without any increase in the actual forest cover.\n3. Forest cover also includes plantations.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",B,"Class – 12 -  – Book Name – India people and Economy– Page No. 40.\nExplanation:\n Forests (land use category): It is important to note that area under actual forest cover is different from area classified as forest.\nThe latter is the area which the Government has identified and demarcated for forest growth. The land revenue records are consistent with the latter definition. Thus, there may be an increase in this category without any increase in the actual forest cover.",,,
,10,"Consider the following statements regarding Culturable wastelands\n1. Culturable wasteland cannot be brought to use even with the use of modern technology.\n2. Culturable wasteland is left fallow more than five years.\n3. Fallowing is a cultural practice adopted for giving the land rest.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",B,"Class – 12 -  – Book Name – India people and Economy– Page No. 41.\nExplanation:\nCulturable Waste-Land : Any land which is left fallow (uncultivated) for more than five years is ncluded in this category. It can be brought under cultivation after improving it through reclamation practices.\nBarren and Wastelands : The land which may be classified as a wasteland such as barren hilly terrains, desert lands, ravines, etc. normally cannot be brought under cultivation with the available technology .\nCurrent Fallow : This is the land which is left without cultivation for one or less than one agricultural year. Fallowing is a cultural practice adopted for giving the land rest. The land recoups the lost fertility through natural processes.\nFallow other than Current Fallow : This is also a cultivable land which is left uncultivated for more than a year but less than five years. If the land is left uncultivated for more than five years, it would be categorised as culturable wasteland.",,,
,10,"Which of the following factors affect land use changes in the economy of India?\n1. Change in the composition of economy\n2. Changes in population\n3. Urbanization\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 12 -  – Book Name – India people and Economy– Page No. 41.\nExplanation:\nLand-use in a region, to a large extent, is influenced by the nature of economic activities carried out in that region. However, while economic activities change over time, land, like many other natural resources, is fixed in terms of its area. At this stage, one needs to appreciate three types of changes that an economy undergoes, which affect land-use.\n(i) The size of the economy (measured in terms of value for all the goods and services produced in the economy) grows over time as a result of increasing population, change in income levels, available technology and associated factors. As a result, the pressure on land will increase with time and marginal lands would come under use.\n(ii) Secondly, the composition of the economy would undergo a change over time. In other words, the secondary and the tertiary sectors usually grow much faster than the primary sector, specifically the agricultural sector. This type of change is common in developing countries like India. This process would result in a gradual shift of land from agricultural uses to non-agricultural uses.",,,
,10,"Which of the following crops can be grown in both kharif and rabi seasons in India?\n1. Rice\n2. Wheat\n3. Groundnut\n4. Jowar\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,"1, 3 and 4 only","1, 2, 3 and 4",C,"Class – 12 -  – Book Name – India people and Economy– Page No. 44.\nExplanation:\n Refer to the table in page no. 4",,,
,10,"The yield of Bajra has grown in Gujarat and Haryana in recent years. This is due to\n1. Expansion of irrigation facilities\n2. Introduction of drought resistant varieties\nSelect the correct answer using the codes given below",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"Class – 12 -  – Book Name – India people and Economy– Page No. 47.\nExplanation:\n Bajra is sown in hot and dry climatic conditions in northwestern and western parts of the country. It is a hardy crop which resists frequent dry spells and drought in this region. It is cultivated alone as well as part of mixed cropping. This coarse cereal occupies about 5.2 per cent of total cropped area in the country.\nLeading producers of bajra are the states of Maharashtra, Gujarat, Uttar Pradesh, Rajasthan and Haryana. Being a rainfed crop, the yield level of this crop is low in Rajasthan and fluctuates a lot from year to year. Yield of this crop has increased during recent years in Haryana and Gujarat due to introduction of drought resistant varieties and expansion of irrigation under it.",,,
,10,"Consider the following statements about the Maize crop.\n1. It can be grown on inferior soils.\n2. It is sown all over India including eastern and north-eastern regions.\n3. Yield level of maize is higher than other coarse cereals.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",C,"Class – 12 -  – Book Name – India people and Economy– Page No. 47.\nExplanation:\nMaize is a food as well as fodder crop grown under semi-arid climatic conditions and over inferior soils. This crop occupies only about 3.6 per cent of total cropped area. Maize cultivation is not concentrated in any specific region. It is sown all over India except eastern and north-eastern regions. The leading producers of maize are the states of Madhya Pradesh, Andhra Pradesh, Karnataka, Rajasthan and Uttar Pradesh. Yield level of maize is higher than other coarse cereals. It is high in southern states and declines towards central parts.",,,
,10,"The yield of the crops in India is low in comparison to the international level. Why?\n1. Agriculture is largely rainfed.\n2. High pressure on land resources\n3. Labour productivity is low in Indian agriculture.\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,"1, 2 and 3",1 and 3 only,C,"Class – 12 -  – Book Name – India people and Economy– Page No. 56.\nExplanation:\nPer hectare output of most of the crops such as rice, wheat, cotton and oilseeds in India is much lower than that of U.S.A., Russia and Japan. Because of the very high pressure on the land resources, the labour productivity in Indian agriculture is also very low in comparison to international level.\nIrrigation covers only about 45 per cent of the cultivated area in India. The crop production in rest of the cultivated land directly depends on rainfall.The vast rainfed areas of the country, particularly drylands which mostly grow coarse cereals, pulses and oilseeds have very low yields",,,
,10,"Consider the following statements regarding tea and coffee crops in India:\n1. Tea is an indigenous crop of India.\n2. India grows superior quality of coffee.\n3. Kerala produces more coffee than all other states combined.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,None of the above,2 only,D,"Class – 12 -  – Book Name – India people and Economy– Page No. 53.\nExplanation:\nTea is a plantation crop used as beverage. Black tea leaves are fermented whereas green tea leaves are unfermented. Tea leaves have rich content of caffeine and tannin. It is an indigenous crop of hills in northern China.\nCoffee is a tropical plantation crop. Its seeds are roasted, ground and are used for preparing a beverage. There are three varieties of coffee i.e. arabica, robusta and liberica. India mostly grows superior quality coffee, arabica, which is in great demand in International market. But India produces only about 4.3 per cent coffee of the world and ranks sixth after Brazil, Vietnam, Colombia, Indonesia and Mexico. Coffee is cultivated in the highlands of Western Ghats in Karnataka, Kerala and Tamil Nadu.\nKarnataka alone accounts for more than twothird of total production of coffee in the country.",,,
,10,"Arrange the following in descending order with respect to their use of ground water in India.\n1. Agriculture\n2. Industries\n3. Domestic\nSelect the correct answer using the codes given below",1 – 2 - 3,3 – 2 - 1,2 – 3 - 1,2 – 1 - 3,A,"Class – 12 -  – Book Name – India people and Economy– Page No. 63.\nExplanation:\nRefer the figure in page no. 63.",,,
,10,There has been an increase in arsenic concentration in groundwater in West Bengal and Bihar. This is due to,Excessive withdrawal of groundwater,Industrial pollut,Acid rainion,Runoff from agricultural lands,A,"Class – 12 -  – Book Name – India people and Economy– Page No. 65.\nExplanation:\nSome states utilise large proportion of their ground water potential which has resulted in ground water depletion in these states. The over-use of ground water resources has led to decline in ground water table in these states. In fact, over withdrawals in some states like Rajasthan, and Maharashtra has increased fluoride concentration in ground-water, and this practice has led to increase in concentration of arsenic in parts of West Bengal and Bihar.",,,
,10,"Rainwater harvesting can be beneficial in addressing which of the following issues related to water management?\n1. Salt water intrusion\n2. Arrest declining water table\n3. Dilutes contaminants in groundwater like arsenic, fluoride\nSelect the correct answer using the codes given below",1 and 3 only,1 and 2 only,2 and 3 only,"1, 2 and 3",D,"Class – 12 -  – Book Name – India people and Economy– Page No. 67.\nExplanation:\nRainwater harvesting increases water availability, checks the declining ground water table, improves the quality of groundwater through dilution of contaminants like fluoride and nitrates, prevents soil erosion, and flooding and arrests salt water intrusion in coastal areas if used to recharge aquifers.",,,
,10,"After independence, during the Second Five Year Plan (1956-61), three new integrated steel plants were set up with foreign collaboration: They are\n1.Bhilai in Chhattisgarh \n2. Durgapur in West Bengal.\n3. Bokaro in Jharkand\nSelect the correct answer using the codes given below",1 and 3 only,1 and 2 only,2 and 3 only,"1, 2 and 3",B,"Class – 12 -  – Book Name – India people and Economy– Page No. 90.\nExplanation:\n After independence, during the Second Five Year Plan (1956-61), three new integrated steel plants were set up with foreigncollaboration: Rourkela in Orissa, Bhilai inChhattisgarh and Durgapur in West Bengal. These were public sector plants under Hindustan Steel Limited (HSL). In 1973, the Steel Authority of India Limited (SAIL) was created to manage these plants.",,,
,10,"Consider the following statements regarding cotton textile industry in India:\n1.It is one of the traditional industries of India. \n2.During partition,the most of the good quality cotton growing areas had gone to West Pakistan.\n3.The production of the organized sector has drastically fallen from 81 per cent in the mid-twentieth century to only about 6 per cent in 2000.\nWhich of the statements given above is/are correct?",1 and 3 only,1 and 2 only,2 and 3 only,"1, 2 and 3",D,"Class – 12 -  – Book Name – India people and Economy– Page No. 93.\nExplanation:\n By 1947, the number of mills in India went up to 423 but the scenario changed after partition, and this industry suffered a major recession. This was due to the fact that the most of the good quality cotton growing areas had gone to West Pakistan and India was left with 409 mills and only 29 per cent of the cotton producing area. After Independence, this industry gradually recovered and eventually flourished. In 1998, India had 1782 mills; of which, 192 mills were in the public sector and 151 mills in the cooperative sector. The largest number, that is, 1,439 mills were in the private sector. The cotton textile industry in India can be broadly divided into two sectors, the organized sector and the unorganised sector. The decentralised sector includes cloth produced in handlooms (including Khadi) and powerlooms. The production of the organized sector has drastically fallen from 81 per cent in the mid-twentieth century to only about 6 per cent in 2000. At present, the powerlooms on the decentralised sector produce more than 59 per cent and the handloom sector produces about 19 per cent of all cotton cloth produced in the country.",,,
,10,"Introduction of canal irrigation has brought about a perceptible transformation. Consider the following about Indira Gandhi Canal\n1.Spread of canal irrigation has led to increase in cultivated area and intensity of cropping.\n2. Traditional crops were grown with more intensity.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"Class – 12 -  – Book Name – India people and Economy– Page No. 111.\nExplanation:\nSoil moisture has been a limiting factor in successful growing of crops in this area. Spread of canal irrigation has led to increase in cultivated area and intensity of cropping. The traditional crops sown in the area, gram, bajra and jowar have been replaced by wheat, cotton, groundnut and rice. This is the result of intensive irrigation. This intensive irrigation, no doubt, initially has led to tremendous increase in agricultural and livestock productivity. This has also caused water logging and soil salinity, and thus, in the long run, it hampers the sustainability of agriculture.",,,
,10,"Which of the following were the subjects of the prehistoric cave paintings?\n1. Human activities\n2. Geometric designs\n3. Excavations\nSelect the correct answer using the codes given below",1 and 2 only,1 and 3 only,"1, 2 and 3",None of the above,A,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 1.\nExplanation:\n Prehistoric paintings have been found in many parts of the world. We do not really know if Lower Palaeolithic people ever produced any art objects. But by the Upper Palaeolithic times we see a proliferation of artistic activities. Around the world the walls of many caves of this time are full of finely carved and painted pictures of animals which the cave-dwellers hunted. The subjects of their drawings were human figures, human activities, geometric designs and symbols. In India the earliest paintings have been reported from the Upper Palaeolithic times.",,,
,10,"Famous Neolithic rock paintings like Kupgallu, Piklihal and Tekkalkota are located in Andhra Pradesh and Karnataka. Which of the following can be an appropriate reason for it?","The population density of the Neolithic man was one of the highest in the region.","Granite rocks found in Karnataka and AP are suitable for rock paintings.","Due to the rock structure of the region, there was a lack of deep caves, so rock paintings became abundant.","Paintings existed in other regions too, but these regions were one of the most excavated regions which made it easier to find rock paintings.",A,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 1.\nExplanation:\n The granite rocks of Karnataka and Andhra Pradesh provided suitable canvases to the Neolithic man for his paintings. There are several such sites but more famous among them are Kupgallu, Piklihal and Tekkalkota. Three types of paintings have been reported from here—paintings in white, paintings in red ochre over a white background and paintings in red ochre.",,,
,10,"Consider the following statements regarding Bhimbetka rock paintings:\n1. It is found in Vindhya Hills.\n2.  The caves of Bhimbetka were discovered in 1957–58 by eminent archaeologist V.S. Wakankar\n3. These paintings do not cover sacred and royal images.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 3.\nExplanation:\n Richest paintings are reported from the Vindhya ranges of Madhya Pradesh and their Kaimurean extensions into Uttar Pradesh. These hill ranges are full of Palaeolithic and Mesolithic remains, and they are also full of forests, wild plants, fruits, streams and creeks, thus a perfect place for Stone Age people to live. Among these the largest and most spectacular rock-shelter is located in the Vindhya hills at Bhimbetka in Madhya Pradesh. Bhimbetka is located fortyfivekilometres south of Bhopal, in an area of ten squarekilometres, having about eight hundred rock shelters, five hundred of which bear paintings.\nThe caves of Bhimbetka were discovered in 1957–58 by eminent archaeologist V.S. Wakankar and later on many more were discovered. Wakankar spent several years in surveying these inaccessible hills and jungles to study these paintings. The themes of paintings found here are of great variety, ranging from mundane events of daily life in those times to sacred and royal images",,,
,10,"Statues in which of the following materials were found at Harappan sites?\n1. Bronze\n2. Iron\n3. Terracotta\nSelect the correct answer using the codes given below",1 and 2 only,2 only only,1 and 3 only,3 only,C,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 9.\nExplanation:\nWhile Harappa and Mohenjodaro are situated in Pakistan, the important sites excavated in India are Lothal and Dholavira in Gujarat, Rakhigarhi in Haryana, Ropar in the Punjab, Kalibangan and Balathal in Rajasthan, etc. Statues whether in stone, bronze or terracotta found in Harappan sites are not abundant, but refined.",,,
,10,"A technique called lost-wax technique was practised by the Harappans to cast Bronze statues. Which of the following was/were not a part of the technique?\n1. Coating of clay\n2. Draining wax\n3. Use of Iron beads\nSelect the correct answer using the codes given below",1 and 2 only,3 only ,1 only ,2 only ,B,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 9.\nExplanation:\n The art of bronze-casting was practised on a wide scale by the Harappans. Their bronze statues were made using the lost wax technique in which the wax figures were first covered with a coating of clay and allowed to dry. Then the wax was heated and the molten wax was drained out through a tiny hole made in the clay cover. The hollow mould thus created was filled with molten metal which took the original shape of the object. Once the metal cooled, the clay cover was completely removed.",,,
,10,"Consider the following statements regarding seals found at the Harappan sites:\n1. Gold and ivory was also used for making these seals.\n2. Even Unicorn and Rhinoceros were depicted on these seals.\n3. The purpose of producing seals was for only artistic.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 11.\nExplanation:\n Archaeologists have discovered thousands of seals, usually made of steatite, and occasionally of agate, chert, copper, faience and terracotta, with beautiful figures of animals, such as unicorn bull, rhinoceros, tiger, elephant, bison, goat, buffalo, etc. The realistic rendering of these animals in various moods is remarkable. The purpose of producing seals was mainly commercial. It appears that the seals were also used as amulets, carried on the persons of their owners, perhaps as modern-day identity cards. The standard Harappan seal was a square plaque 2×2 square inches, usually made from the soft river stone, steatite.\nEvery seal is engraved in a pictographic script which is yet to be deciphered. Some seals have also been found in gold and ivory. They all bear a great variety of motifs, most often of animals including those of the bull, Unicorn, Tiger etc.",,,
,10,"From archaeological finds it appears that the people of the Indus Valley were conscious of fashion. Consider the following statements which prompts their fashion.\n1. Different hairstyles and keeping of beard\n2. Use of cosmetics\n3. Use of jewellery\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 15.\nExplanation:\nThe Harappan men and women decorated themselves with a large variety of ornaments produced from every conceivable material ranging from precious metals and gemstones to bone and baked clay. While necklaces, fillets, armlets and finger-rings were commonly worn by both sexes.\nFrom archaeological finds it appears that the people of the Indus Valley were conscious of fashion. Different hairstyles were in vogue and wearing of a beard was popular among all. Cinnabar was used as a cosmetic and face paint, lipstick and collyrium (eyeliner) were also known to them. Many stone structural remains are also found at Dholavira which show how the Indus Valley people used stone in construction.",,,
,10,"Consider the following statements regarding Dancing girl artefact found in Indus valley.\n1.It is a four-inch-high copper figure of a dancing girl found in Harappa.\n2. The figure is full of expression and bodily vigour and conveys a lot of information.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,B,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 16.\nExplanation:\nOne of the best known artefacts from the Indus Valleyis this approximately four-inch-high copper figureof a dancing girl. Found in Mohenjodaro, thisexquisite casting depicts a girl whose long hair is tied in a bun. Bangles cover her left arm, a bracelet and an amulet or bangle adorn her right arm, and a cowry shell necklace is seen around her neck. Her right hand is on her hip and her left hand is clasped in a traditional Indian dance gesture. She has large eyes and flat nose. This figure is full of expression and bodily vigour and conveys a lot of information.",,,
,10,"Consider the following pairs regarding traditional form of murals with the states they are found in.\n1. Pithoro – Maharashtra\n2. Warli – Rajasthan\n3. Mithila – Uttar Pradesh\n4. Nayaka paintings – Tamil Nadu\nWhich of the pairs given above is/are correctly matched?",1 and 2 only,2 and 4 only,4 only,1 and 3 only,C,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 63.\nExplanation:\nEven today we observe that mural painting on interior and exterior walls of houses in villages or havelis is prevalent in different parts of the country. These paintings are usually made by women either at the time of ceremonies or festivals or as a routine to clean and decorate the walls. Some of the traditional forms of murals are pithoro in parts of Rajasthan and Gujarat, Mithila painting in northern Bihar‘s Mithila region, warli paintings in Maharashtra, or simply paintings on the walls, be it in a village of Odisha or Bengal, Madhya Pradesh or Chhattisgarh.",,,
,10,"The Vesar style of temples as an independent style was created through the selective mixing of which of the following orders?\n1. Nagara\n2. Dravida\n3. Valabhi\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,"1, 2 and 3",1 and 3 only,A,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 72.\nExplanation:\nTwo broad orders of temples in the country are known— Nagara in the north and Dravida in the south. At times, the Vesar style of temples as an independent style created through the selective mixing of the Nagara and Dravida orders is mentioned by some scholars.\nAs temples grew more complex, more surfaces were created for sculpture through additive geometry, i.e., by adding more and more rhythmically projecting, symmetrical walls and niches, without breaking away from the fundamental plan of the shrine.Phamsana and Valabhi are sub-types of Nagara.",,,
